Player,Nation,Pos,Squad,Age,Born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Randy Nteka,ANG,FW,Rayo Vallecano,26,1997,12.5,6,0,0,39,15,16,4,4,5,0,0,0,26,41,51,44.6
Unai Núñez,ESP,DF,Athletic Club,27,1997,7.2,4,0,0,10,5,1,0,17,5,0,0,0,28,13,12,52.0
Ørjan Nyland,NOR,GK,Sevilla,33,1990,29.7,2,0,0,1,2,0,0,0,2,0,0,0,28,7,0,100.0
Allan Nyom,CMR,"DF,MF",Getafe,36,1988,9.9,4,0,0,18,9,0,15,4,11,0,1,0,32,8,16,33.3
Jan Oblak,SVN,GK,Atlético Madrid,31,1993,36.0,0,0,0,0,2,0,0,0,0,0,0,0,29,3,0,100.0
Lucas Ocampos,ARG,FW,Sevilla,30,1994,1.9,0,0,0,3,2,0,4,0,2,0,0,0,6,3,4,42.9
Álvaro Odriozola,ESP,DF,Real Sociedad,28,1995,0.5,1,0,0,2,1,0,1,0,1,0,0,0,2,1,0,100.0
Thiago Ojeda,ARG,MF,Villarreal,21,2003,0.1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
Aingeru Olabarrieta,ESP,FW,Athletic Club,18,2005,0.6,0,0,0,1,0,0,4,1,0,0,0,0,4,1,0,100.0
Olasagasti,ESP,MF,Real Sociedad,23,2000,9.5,2,0,0,15,7,0,10,15,10,0,0,0,42,12,22,35.3
Brian Oliván,ESP,DF,Espanyol,30,1994,11.3,2,0,0,13,6,3,55,10,10,0,0,0,28,3,10,23.1
Lucas Oliveira Rosa,BRA,DF,Valladolid,24,2000,21.0,6,0,0,35,19,1,36,28,33,0,0,0,87,18,10,64.3
Dani Olmo,ESP,"MF,FW",Barcelona,26,1998,13.5,1,0,0,21,27,1,21,3,11,3,0,0,46,9,9,50.0
Aimar Oroz,ESP,MF,Osasuna,22,2001,33.0,8,0,0,28,64,5,29,20,19,0,0,0,164,18,22,45.0
Ángel Ortíz,ESP,DF,Betis,20,2004,3.9,0,0,0,6,6,0,19,5,8,0,0,0,16,5,7,41.7
Gabriel Osei Misehouy,NED,"FW,MF",Girona,19,2005,2.9,0,0,0,1,5,2,6,0,1,0,0,0,11,0,3,0.0
David Otorbi,ESP,MF,Valencia,16,2007,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jesús Owono,EQG,GK,Alavés,23,2001,5.4,0,0,0,1,2,0,0,0,1,0,1,0,3,0,0,
Mikel Oyarzabal,ESP,FW,Real Sociedad,27,1997,25.0,4,1,0,14,22,18,10,4,16,1,0,0,48,32,73,30.5
Cenk Özkacar,TUR,DF,Valladolid,23,2000,8.4,1,0,0,5,1,0,0,18,5,0,1,0,30,11,15,42.3
Jon Pacheco,ESP,DF,Real Sociedad,23,2001,9.5,3,0,0,18,5,0,0,9,9,0,0,0,35,19,17,52.8
Alex Padilla,ESP,GK,Athletic Club,20,2003,3.6,0,0,0,0,1,0,0,0,0,0,0,1,4,1,0,100.0
Isaac Palazón Camacho,ESP,"MF,FW",Rayo Vallecano,29,1994,24.0,5,0,0,39,53,3,111,8,17,0,0,0,102,18,40,31.0
Aitor Paredes,ESP,DF,Athletic Club,24,2000,20.1,4,1,1,23,6,0,1,22,13,0,1,0,62,30,29,50.8
Daniel Parejo,ESP,MF,Villarreal,35,1989,25.3,8,0,0,20,37,1,37,24,40,0,0,0,142,24,9,72.7
Iago Parente,ESP,DF,Valladolid,18,2006,0.8,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,
Álvaro Pascual,ESP,FW,Sevilla,22,2002,4.5,1,0,0,11,5,1,3,2,3,0,0,0,12,11,17,39.3
Alfonso Pedraza,ESP,"DF,MF",Villarreal,28,1996,5.1,0,0,0,4,2,0,26,6,2,0,0,0,18,5,2,71.4
Pedri,ESP,MF,Barcelona,21,2002,32.0,3,0,0,10,51,2,58,26,34,0,0,0,254,7,6,53.8
Adrià Pedrosa,ESP,DF,Sevilla,26,1998,25.5,7,0,0,38,19,3,97,24,32,0,0,0,100,11,28,28.2
Pejiño,ESP,FW,Las Palmas,28,1996,0.2,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,
Andy Pelmard,MAD,DF,Las Palmas,24,2000,2.3,1,0,0,2,3,0,2,2,0,0,0,0,4,1,1,50.0
Iñaki Peña,ESP,GK,Barcelona,25,1999,15.5,1,0,0,0,0,0,0,0,0,0,0,0,65,1,0,100.0
Rubén Peña,ESP,"FW,DF",Osasuna,33,1991,8.6,1,0,0,12,7,0,52,6,5,1,0,0,33,7,15,31.8
Nicolas Pépé,CIV,"FW,MF",Villarreal,29,1995,16.7,3,0,0,20,25,8,44,5,9,1,0,0,53,16,18,47.1
Peque,ESP,"MF,FW",Sevilla,21,2002,12.6,1,0,0,22,26,2,10,8,5,0,1,0,41,8,26,23.5
Ayoze Pérez,ESP,FW,Villarreal,31,1993,21.9,4,0,0,22,39,6,15,8,14,0,0,0,56,13,32,28.9
Carles Pérez,ESP,"MF,FW",Getafe,26,1998,15.9,2,0,0,44,11,1,42,6,23,0,0,0,50,13,27,32.5
Francisco Perez,ESP,"FW,MF",Valencia,21,2002,6.3,1,0,0,6,12,0,27,3,12,0,0,0,27,5,7,41.7
Kike Pérez,ESP,MF,Valladolid,27,1997,13.2,6,0,0,32,21,1,33,7,26,0,0,0,60,12,15,44.4
Luis Pérez,ESP,DF,Valladolid,29,1995,28.4,2,0,0,13,25,3,105,29,30,0,1,0,77,15,34,30.6
Romain Perraud,FRA,DF,Betis,26,1997,22.2,8,1,0,26,44,5,71,22,22,0,1,0,95,9,17,34.6
Valentín Pezzolesi,ESP,DF,Las Palmas,17,2007,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Pica,ESP,DF,Alavés,22,2002,5.5,1,0,0,6,3,0,2,9,7,0,0,0,13,18,11,62.1
Yeremi Pino,ESP,"MF,FW",Villarreal,21,2002,21.5,11,0,0,49,30,15,47,8,32,1,0,0,93,12,16,42.9
Portu,ESP,"FW,MF",Girona,32,1992,8.7,4,0,0,14,10,7,26,0,7,0,0,0,24,10,12,45.5
Beñat Prados,ESP,MF,Athletic Club,23,2001,19.1,7,0,0,40,15,0,9,28,36,0,0,0,91,29,22,56.9
Abdón Prats,ESP,"FW,MF",Mallorca,31,1992,5.1,4,0,0,6,19,2,0,1,1,1,0,0,13,19,32,37.3
Javi Puado,ESP,"FW,MF",Espanyol,26,1998,33.0,8,0,0,22,27,6,27,5,17,1,0,0,105,9,30,23.1
Dani Raba,ESP,"FW,MF",Leganés,28,1995,20.9,6,0,0,40,56,9,90,14,23,1,0,0,90,5,15,25.0
Arnau Rafús,ESP,GK,Valladolid,21,2003,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
Antonio Raillo,ESP,DF,Mallorca,32,1991,35.6,7,1,0,50,9,2,3,29,18,0,0,0,104,132,84,61.1
Benito Ramírez,ESP,"DF,FW",Las Palmas,29,1995,5.3,2,1,0,5,8,0,39,1,5,0,0,0,32,4,11,26.7
Sandro Ramírez,ESP,"FW,MF",Las Palmas,29,1995,22.6,6,0,0,26,43,5,122,16,15,1,1,0,93,12,16,42.9
Jacobo Ramón,ESP,DF,Real Madrid,19,2005,2.3,1,0,0,2,1,0,0,3,3,0,0,0,5,8,7,53.3
Raphinha,BRA,"FW,MF",Barcelona,27,1996,31.5,4,0,0,11,37,10,215,11,22,2,0,0,94,9,6,60.0
Andrei Ratiu,ROU,DF,Rayo Vallecano,26,1998,34.1,5,0,0,24,21,5,77,27,41,0,0,0,169,20,33,37.7
Raúl,ESP,"FW,MF",Osasuna,23,2000,8.3,1,0,0,11,12,6,6,0,8,0,0,0,14,20,22,47.6
Abde Rebbach,ALG,"FW,MF",Alavés,25,1998,4.3,1,0,0,5,6,2,17,0,2,0,0,0,16,1,11,8.3
Álex Remiro,ESP,GK,Real Sociedad,29,1995,36.0,0,0,0,0,6,0,0,0,0,0,0,0,64,5,0,100.0
Daniel Requena,ESP,MF,Villarreal,20,2004,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Diego Rico,ESP,DF,Getafe,31,1993,31.3,9,1,0,38,56,3,148,34,49,1,0,0,132,26,19,57.8
Luis Rioja,ESP,FW,Alavés,30,1993,0.3,0,0,0,1,1,0,6,0,1,0,0,0,1,0,0,
Luis Rioja,ESP,"MF,FW",Valencia,30,1993,31.5,6,0,0,18,38,11,203,22,21,0,0,0,111,15,22,40.5
Rodrigo Riquelme,ESP,"MF,DF",Atlético Madrid,24,2000,5.7,0,0,0,8,8,4,34,2,5,0,0,0,21,3,3,50.0
Alberto Risco,ESP,"MF,FW",Getafe,18,2005,0.8,0,0,0,1,2,0,4,0,4,0,0,0,5,1,3,25.0
Mihailo Ristić,SRB,"DF,MF",Celta Vigo,28,1995,4.8,1,0,0,8,2,0,13,2,7,0,0,0,17,3,9,25.0
Gorka Rivera Alonso,ESP,"DF,MF",Getafe,19,2004,0.2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0
Marc Roca,ESP,MF,Betis,27,1996,10.1,4,0,0,16,5,0,10,14,14,0,0,0,51,5,13,27.8
Rodri,ESP,FW,Betis,24,2000,1.3,0,0,0,2,2,1,6,1,1,0,0,0,10,0,2,0.0
Adrian Rodriguez,ESP,GK,Alavés,23,2000,1.4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,
Álvaro Rodríguez,URU,FW,Getafe,20,2004,9.5,6,0,0,30,19,6,5,3,7,0,0,0,31,104,84,55.3
Óscar Rodríguez Arnaiz,ESP,"MF,FW",Leganés,26,1998,14.8,6,1,0,19,25,1,55,20,17,1,1,0,56,12,24,33.3
Arturo Rodríguez,ESP,FW,Las Palmas,17,2006,0.2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0.0
Damián Rodríguez,ESP,MF,Celta Vigo,21,2003,10.3,3,0,0,13,9,0,30,7,9,0,0,0,49,0,4,0.0
Dani Rodríguez,ESP,"MF,FW",Mallorca,36,1988,24.0,5,0,0,51,40,8,116,12,29,0,0,0,70,27,37,42.2
Daniel Rodriguez,ESP,FW,Barcelona,18,2005,0.4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
James Rodríguez,COL,"MF,FW",Rayo Vallecano,33,1991,1.6,1,0,0,2,1,3,13,1,2,0,0,0,8,2,3,40.0
Javi Rodríguez,ESP,DF,Celta Vigo,21,2003,27.9,7,0,0,37,22,0,4,33,38,0,0,0,87,40,35,53.3
Jesus Rodríguez,ESP,FW,Betis,18,2005,12.3,0,0,0,17,38,2,18,6,14,1,0,0,58,3,8,27.3
Kirian Rodríguez,ESP,MF,Las Palmas,28,1996,19.5,2,0,0,9,18,0,18,10,17,0,0,0,100,13,17,43.3
Ricardo Rodríguez,SUI,DF,Betis,31,1992,14.2,0,0,0,12,6,0,15,8,15,0,0,0,55,27,17,61.4
Rodrygo,BRA,"FW,MF",Real Madrid,23,2001,21.4,0,0,0,8,37,1,81,11,14,1,0,0,71,7,16,30.4
Leo Román,ESP,GK,Mallorca,24,2000,7.0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,
Carlos Romero,ESP,DF,Espanyol,22,2001,28.4,7,0,0,34,21,1,92,30,47,0,2,0,125,14,24,36.8
Isaac Romero,ESP,FW,Sevilla,24,2000,24.0,10,1,0,38,37,11,18,7,7,1,1,0,59,29,51,36.3
Luka Romero,ARG,"FW,MF",Alavés,19,2004,2.2,0,0,0,3,3,1,10,1,4,1,0,0,9,2,4,33.3
Oriol Romeu,ESP,MF,Girona,32,1991,15.1,5,0,0,28,18,0,8,12,25,0,1,0,71,13,18,41.9
Vitor Roque,BRA,FW,Betis,19,2005,13.7,4,0,0,30,30,5,6,7,6,2,0,0,35,15,29,34.1
Valentin Rosier,FRA,DF,Leganés,27,1996,28.8,8,0,0,44,18,8,39,52,52,0,0,0,121,26,17,60.5
Antonio Rüdiger,GER,DF,Real Madrid,31,1993,25.5,3,0,0,15,15,2,4,9,13,2,1,0,102,35,24,59.3
Aitor Ruibal,ESP,"DF,FW",Betis,28,1996,14.6,5,0,0,10,18,2,32,14,23,0,0,0,71,7,13,35.0
Abel Ruiz,ESP,FW,Girona,24,2000,15.0,3,0,0,7,13,5,4,5,2,0,0,0,21,9,19,32.1
Ferrán Ruiz,ESP,MF,Girona,21,2003,0.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0
Youssouf Sabaly,SEN,DF,Betis,31,1993,17.6,1,0,0,18,12,1,31,13,25,0,0,0,87,9,13,40.9
Umar Sadiq,NGA,FW,Valencia,27,1997,9.2,4,0,0,29,16,13,0,1,5,0,0,0,14,23,19,54.8
Umar Sadiq,NGA,FW,Real Sociedad,27,1997,2.5,1,0,0,8,1,5,2,1,1,0,0,0,5,9,11,45.0
Jorge Sáenz,ESP,DF,Leganés,27,1996,18.8,4,1,0,30,15,1,0,25,23,0,1,1,58,41,38,51.9
Jan Salas,ESP,"MF,FW",Mallorca,18,2005,0.5,0,0,0,0,3,0,1,0,1,0,0,0,2,1,0,100.0
Kike Salas,ESP,DF,Sevilla,22,2002,24.9,6,0,0,21,15,0,9,32,28,0,0,0,95,77,33,70.0
Albert Sambi Lokonga,BEL,MF,Sevilla,24,1999,16.3,4,0,0,22,21,0,2,9,15,0,0,0,69,28,14,66.7
Chuky san jose,ESP,MF,Valladolid,20,2004,8.1,1,0,0,3,10,4,24,0,2,0,0,0,20,2,10,16.7
Oihan Sancet,ESP,MF,Athletic Club,24,2000,18.0,2,0,0,16,24,5,18,5,8,0,0,0,77,12,13,48.0
Antonio Sánchez,ESP,"MF,DF",Mallorca,27,1997,15.5,3,0,0,24,11,4,33,18,16,0,0,0,77,6,16,27.3
Iván Sánchez,ESP,"MF,FW",Valladolid,31,1992,15.6,4,0,0,15,48,3,114,14,20,0,0,0,59,11,11,50.0
Javi Sánchez,ESP,DF,Valladolid,27,1997,22.5,6,0,0,19,3,0,0,22,16,0,2,0,57,34,31,52.3
Juanlu Sánchez,ESP,"MF,DF",Sevilla,20,2003,19.1,6,1,1,18,12,1,40,17,34,0,0,0,66,19,19,50.0
Manu Sánchez,ESP,DF,Alavés,23,2000,29.3,6,1,0,56,21,1,78,30,56,0,1,1,105,8,32,20.0
Maroan Sannadi,MAR,FW,Athletic Club,23,2001,8.4,0,0,0,20,30,7,6,1,0,1,0,0,24,14,17,45.2
Yellu Santiago,ESP,MF,Getafe,20,2004,4.1,5,0,0,14,6,0,3,1,8,0,0,0,21,1,5,16.7
Aleksandar Sedlar,SRB,DF,Alavés,32,1991,6.6,1,1,0,9,5,0,0,10,10,0,0,0,18,9,6,60.0
Sergi,ESP,DF,Leganés,32,1992,32.9,2,1,0,30,12,7,1,39,29,1,1,1,80,63,58,52.1
Nicolás Serrano,ESP,FW,Athletic Club,21,2003,1.2,0,0,0,2,2,0,13,1,1,0,0,0,3,0,2,0.0
Fábio Silva,POR,FW,Las Palmas,22,2002,20.7,7,0,0,39,43,20,21,4,7,0,0,0,48,51,52,49.5
Rui Silva,POR,GK,Betis,30,1994,15.0,1,0,0,1,2,0,0,0,0,0,1,0,25,2,0,100.0
Giuliano Simeone,ARG,MF,Atlético Madrid,21,2002,21.4,4,0,0,23,42,7,49,14,13,1,0,0,72,11,23,32.4
Unai Simón,ESP,GK,Athletic Club,27,1997,21.0,0,0,0,0,3,0,0,1,0,0,0,0,33,6,0,100.0
Daley Sinkgraven,NED,DF,Las Palmas,29,1995,1.0,0,0,0,2,2,0,4,1,1,0,0,0,6,1,0,100.0
Jailson Siqueira,BRA,"DF,MF",Celta Vigo,28,1995,6.8,2,0,0,4,4,0,1,9,11,0,0,1,32,18,17,51.4
Antonio Sivera,ESP,GK,Alavés,27,1996,31.2,6,1,0,4,5,0,0,0,1,0,3,1,21,5,1,83.3
Justin Smith,CAN,MF,Espanyol,21,2003,2.3,0,0,0,5,2,0,1,4,3,0,0,0,8,3,0,100.0
Alex Sola,ESP,"MF,FW",Getafe,25,1999,11.4,4,0,0,24,26,7,18,7,14,0,0,0,47,18,28,39.1
Arnau Solà,ESP,MF,Villarreal,21,2003,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Jhon Solis,COL,MF,Girona,19,2004,5.9,3,0,0,9,6,0,3,4,7,0,0,0,27,3,5,37.5
David Soria,ESP,GK,Getafe,31,1993,38.0,2,0,0,0,2,0,0,1,4,0,0,0,28,6,0,100.0
Juan Soriano,ESP,GK,Leganés,26,1997,6.0,1,1,0,0,3,0,0,0,1,0,0,1,5,0,0,
Hugo Sotelo,ESP,MF,Celta Vigo,20,2003,13.9,5,0,0,19,9,1,50,5,17,0,0,0,71,2,10,16.7
Djibril Sow,SUI,MF,Sevilla,27,1997,22.9,5,0,0,23,41,0,9,28,14,0,0,0,110,24,23,51.1
Carl Starfelt,SWE,DF,Celta Vigo,29,1995,25.2,5,0,0,21,11,0,0,31,20,0,0,0,77,60,51,54.1
Orri Steinn Óskarsson,ISL,FW,Real Sociedad,19,2004,10.5,1,0,0,7,6,10,7,2,6,0,0,0,15,31,55,36.0
Stoichkov,ESP,"MF,FW",Alavés,30,1993,7.8,1,0,0,9,16,5,13,1,9,0,0,0,44,5,15,25.0
Cristhian Stuani,URU,FW,Girona,37,1986,12.0,4,0,0,35,7,11,2,7,7,0,0,0,14,22,17,56.4
Álex Suárez,ESP,DF,Las Palmas,31,1993,27.3,12,0,0,27,21,1,1,13,23,0,1,2,68,25,48,34.2
Denis Suárez,ESP,MF,Villarreal,30,1994,6.8,0,0,0,1,7,0,25,3,8,0,0,0,25,1,6,14.3
Luka Sučić,CRO,MF,Real Sociedad,21,2002,19.9,4,0,0,11,15,3,18,15,18,0,0,0,109,26,25,51.0
Suso,ESP,"FW,MF",Sevilla,30,1993,6.7,3,0,0,6,16,2,59,4,7,0,0,0,31,2,5,28.6
Williot Swedberg,SWE,"FW,MF",Celta Vigo,20,2004,15.0,1,0,0,21,32,7,18,3,16,0,0,0,46,8,15,34.8
Mamadou Sylla,SEN,"FW,MF",Valladolid,30,1994,17.6,5,0,0,16,32,13,9,3,4,2,0,0,35,41,58,41.4
Wojciech Szczęsny,POL,GK,Barcelona,34,1990,15.0,0,0,0,1,1,0,0,0,1,0,1,0,52,0,0,
Alexander Sørloth,NOR,FW,Atlético Madrid,28,1995,17.4,4,0,0,26,13,8,5,1,5,0,0,0,41,98,50,66.2
Renato Tapia,PER,"MF,DF",Leganés,29,1995,26.9,8,0,0,38,34,0,12,27,35,0,0,0,155,32,24,57.1
César Tárrega,ESP,DF,Valencia,22,2002,33.6,7,0,0,56,15,0,1,22,37,0,2,2,104,87,62,58.4
Aurélien Tchouaméni,FRA,"DF,MF",Real Madrid,24,2000,29.9,5,0,0,26,24,0,12,46,23,0,1,0,143,74,27,73.3
Álvaro Tejero,ESP,"MF,DF",Espanyol,28,1996,13.8,2,0,0,14,19,1,113,13,4,0,0,0,64,10,12,45.5
Martín Tejón,ESP,"MF,DF",Valencia,20,2004,0.5,0,0,0,1,1,0,1,0,0,0,0,0,4,0,3,0.0
Nahuel Tenaglia,ARG,DF,Alavés,28,1996,32.5,11,0,0,37,45,2,85,47,61,3,0,0,117,46,52,46.9
Marc-André ter Stegen,GER,GK,Barcelona,32,1992,7.5,0,0,0,0,2,0,0,0,0,0,0,0,14,1,0,100.0
Ramón Terrats,ESP,"MF,FW",Villarreal,23,2000,1.5,1,0,0,2,2,0,5,2,3,0,0,0,11,3,2,60.0
Ramón Terrats,ESP,"MF,FW",Getafe,23,2000,13.5,1,0,0,13,22,4,35,8,10,0,0,0,53,14,13,51.9
Raúl de Tomás,ESP,"DF,FW",Rayo Vallecano,29,1994,0.2,0,0,0,1,2,0,0,0,2,0,0,0,2,0,0,
Pablo Torre,ESP,"MF,FW",Barcelona,21,2003,3.4,0,0,0,4,8,1,13,3,4,0,0,0,15,1,6,14.3
David Torres,ESP,DF,Valladolid,21,2003,15.4,5,0,0,13,3,0,3,10,8,0,0,1,27,20,21,48.8
Ferrán Torres,ESP,"FW,MF",Barcelona,24,2000,12.3,1,1,0,5,16,6,17,4,4,0,0,0,27,5,9,35.7
Lucas Torró,ESP,MF,Osasuna,30,1994,32.9,10,0,0,75,37,1,1,45,41,0,2,0,172,159,67,70.4
Hamari Traoré,MLI,DF,Real Sociedad,32,1992,7.8,2,0,0,12,3,0,9,9,12,0,0,0,29,9,9,50.0
Óscar Trejo,ARG,MF,Rayo Vallecano,36,1988,5.5,1,0,0,17,12,1,7,4,5,0,0,0,25,5,7,41.7
Viktor Tsyhankov,UKR,"FW,MF",Girona,26,1997,21.3,1,0,0,14,28,4,124,15,12,1,0,0,69,9,18,33.3
Beñat Turrientes,ESP,MF,Real Sociedad,22,2002,10.5,4,0,0,13,23,0,19,5,6,0,0,0,45,10,18,35.7
Christantus Uche,NGA,"FW,MF",Getafe,21,2003,27.6,8,2,1,55,68,19,22,10,21,0,0,0,110,91,124,42.3
Naci Ünüvar,NED,"MF,DF",Espanyol,21,2003,0.3,0,0,0,0,1,1,2,0,2,0,0,0,3,0,0,
Óscar Valentín,ESP,MF,Rayo Vallecano,29,1994,20.4,5,0,0,57,31,0,2,21,41,0,0,0,109,33,39,45.8
Germán Valera,ESP,MF,Valencia,22,2002,1.6,0,0,0,2,4,0,6,4,1,0,0,0,4,1,2,33.3
Martin Valjent,SVK,DF,Mallorca,28,1995,30.7,4,0,0,15,13,0,11,18,21,0,0,0,102,49,41,54.4
Jesús Vallejo,ESP,DF,Real Madrid,27,1997,1.5,0,0,0,0,0,0,0,2,0,0,0,0,8,3,3,50.0
Federico Valverde,URU,"MF,DF",Real Madrid,26,1998,33.7,4,0,0,12,15,1,26,55,30,0,0,0,174,27,15,64.3
Siebe Van Der Heyden,BEL,"DF,MF",Mallorca,26,1998,1.1,0,0,0,2,0,0,2,2,1,0,0,0,5,2,1,66.7
Ruben Vargas,SUI,"FW,MF",Sevilla,25,1998,7.5,0,0,0,11,9,3,37,3,4,0,0,0,31,7,6,53.8
José Luis García Vayá,ESP,MF,Valencia,25,1998,19.4,8,1,0,26,19,1,109,19,25,0,0,0,99,23,21,52.3
Jesus Vazquez,ESP,DF,Valencia,21,2003,10.2,3,0,0,17,11,1,23,10,18,0,0,0,42,12,13,48.0
Lucas Vázquez,ESP,DF,Real Madrid,33,1991,24.3,4,0,0,29,32,3,63,17,34,0,0,0,83,6,13,31.6
Alejo Véliz,ARG,FW,Espanyol,20,2003,12.5,3,0,0,20,33,5,0,4,1,1,0,0,20,51,58,46.8
Mikel Vesga,ESP,MF,Athletic Club,31,1993,11.0,1,0,0,14,4,0,8,15,15,0,0,0,66,25,16,61.0
Carlos Vicente,ESP,"FW,MF",Alavés,25,1999,34.4,3,0,0,38,62,10,269,14,31,0,0,0,133,34,60,36.2
Pau Victor,ESP,FW,Barcelona,22,2001,3.5,2,0,0,7,3,0,3,2,1,0,0,0,14,3,1,75.0
Nacho Vidal,ESP,DF,Osasuna,29,1995,1.4,0,0,0,2,1,0,2,0,0,0,0,0,5,3,1,75.0
Fran Vieites,ESP,GK,Betis,25,1999,4.0,0,0,0,0,2,0,0,0,0,0,0,0,7,1,0,100.0
Sergio Viera,ESP,MF,Las Palmas,19,2005,1.1,1,0,0,1,1,0,0,1,1,0,0,0,5,1,2,33.3
Asier Villalibre,ESP,FW,Alavés,26,1997,3.7,2,0,0,11,7,2,2,1,2,0,0,0,7,22,12,64.7
Iván Villar,ESP,GK,Celta Vigo,27,1997,4.0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,50.0
Viti,ESP,DF,Las Palmas,26,1997,22.0,5,0,0,28,31,0,45,27,46,0,0,0,85,18,19,48.6
Daniel Vivian,ESP,DF,Athletic Club,25,1999,29.0,3,0,0,27,21,1,8,47,26,0,1,0,164,43,31,58.1
Iñaki Williams,GHA,FW,Athletic Club,30,1994,29.5,1,0,0,22,39,17,115,12,10,1,0,0,87,30,20,60.0
Nico Williams,ESP,FW,Athletic Club,22,2002,22.2,1,0,0,17,35,10,107,7,18,0,0,0,96,11,17,39.3
Axel Witsel,BEL,DF,Atlético Madrid,35,1989,9.5,1,0,0,4,5,1,0,11,12,0,0,0,32,23,16,59.0
Lamine Yamal,ESP,FW,Barcelona,17,2007,31.7,3,0,0,30,60,13,108,16,28,2,0,0,123,1,3,25.0
Daniel Yáñez,ESP,FW,Real Madrid,17,2007,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Bertuğ Yıldırım,TUR,FW,Getafe,22,2002,12.0,7,0,0,33,18,14,7,1,5,1,0,0,24,73,63,53.7
Arsen Zakharyan,RUS,"MF,FW",Real Sociedad,21,2003,0.8,0,0,0,1,0,0,1,1,1,0,0,0,2,0,0,
Bryan Zaragoza,ESP,"FW,MF",Osasuna,22,2001,20.4,4,0,0,19,39,9,104,4,9,0,0,0,55,2,10,16.7
Igor Zubeldia,ESP,DF,Real Sociedad,27,1997,25.2,6,1,0,38,11,0,1,31,22,0,1,0,86,65,80,44.8
Martín Zubimendi,ESP,MF,Real Sociedad,25,1999,32.9,6,0,0,44,19,0,12,44,37,1,0,0,140,53,32,62.4
