Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 30_level_0_Matches
36,Hannes Behrens,de GER,DF,Hoffenheim,19,2005,0.3,27,0,2,11,14,2,27,1,1,100.0,0,0.0,13,59,25,0,1,0,2,0,13,7,Matches
37,Kevin Behrens,de GER,FW,Wolfsburg,33,1991,1.9,106,2,7,45,54,16,106,1,0,0.0,1,100.0,41,165,80,2,1,1,10,1,81,18,Matches
38,Maximilian Beier,de GER,"FW,MF",Dortmund,21,2002,17.7,618,16,73,245,308,88,618,51,22,43.1,27,52.9,338,1481,748,24,12,9,39,26,423,124,Matches
39,Stefan Bell,de GER,DF,Mainz 05,32,1991,16.0,952,129,514,402,41,30,952,6,2,33.3,3,50.0,415,1963,991,8,1,1,13,4,484,5,Matches
40,Jeanuël Belocian,fr FRA,"DF,MF",Leverkusen,19,2005,0.8,44,2,9,20,15,1,44,1,1,100.0,0,0.0,16,89,39,0,2,0,2,0,32,1,Matches
41,László Bénes,sk SVK,"MF,FW",Union Berlin,26,1997,6.5,400,1,53,189,160,13,400,5,1,20.0,4,80.0,207,788,352,6,7,3,8,5,247,34,Matches
42,Ramy Bensebaini,dz ALG,DF,Dortmund,29,1995,22.5,1766,110,513,914,349,36,1766,18,5,27.8,11,61.1,941,3896,1924,26,32,2,16,6,1094,58,Matches
43,Mergim Berisha,de GER,"FW,MF",Hoffenheim,26,1998,3.7,93,5,11,35,47,12,93,8,3,37.5,5,62.5,60,195,78,2,3,1,6,3,69,18,Matches
44,Mergim Berisha,de GER,FW,Augsburg,26,1998,0.4,18,1,1,8,9,3,18,0,0,,0,,11,71,34,2,0,1,2,3,14,8,Matches
45,Bernardo,br BRA,DF,Bochum,29,1995,19.8,1249,118,553,605,98,28,1249,5,3,60.0,2,40.0,630,3164,1475,14,7,1,11,8,693,14,Matches
46,Alexander Bernhardsson,se SWE,"FW,MF",Holstein Kiel,25,1998,14.0,520,23,109,223,202,41,520,53,22,41.5,26,49.1,264,1650,839,25,19,13,36,18,304,72,Matches
47,Matúš Bero,sk SVK,MF,Bochum,28,1995,28.5,1619,58,257,747,637,56,1618,55,19,34.5,36,65.5,736,3206,1418,29,37,9,46,23,833,111,Matches
48,Jan-Niklas Beste,de GER,"FW,MF",Freiburg,25,1999,2.4,136,2,23,50,65,11,136,8,2,25.0,6,75.0,73,396,196,5,6,4,6,3,75,20,Matches
49,El Bilal Touré,ml MLI,"FW,MF",Stuttgart,22,2001,4.0,137,1,6,49,85,23,137,6,3,50.0,3,50.0,72,379,168,6,5,4,10,2,110,25,Matches
50,Tom Bischof,de GER,"MF,FW",Hoffenheim,19,2005,28.4,1951,76,376,957,634,46,1951,64,29,45.3,32,50.0,962,4689,2092,47,34,9,41,38,1146,102,Matches
51,Leonardo Bittencourt,de GER,MF,Werder Bremen,30,1993,10.9,801,8,148,455,205,20,801,5,1,20.0,3,60.0,530,2429,992,19,13,2,12,2,583,38,Matches
52,Myron Boadu,nl NED,FW,Bochum,23,2001,11.6,287,7,19,123,150,46,286,23,11,47.8,12,52.2,179,840,343,12,9,7,30,15,209,70,Matches
53,Sacha Boey,fr FRA,DF,Bayern Munich,23,2000,6.6,580,16,83,272,226,11,580,19,6,31.6,11,57.9,360,1543,745,18,9,4,11,7,416,63,Matches
54,Victor Boniface,ng NGA,FW,Leverkusen,23,2000,11.2,400,5,24,163,215,77,399,35,15,42.9,19,54.3,207,1148,507,26,12,15,43,29,319,61,Matches
55,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,25,1999,8.8,428,50,170,239,21,10,428,1,0,0.0,1,100.0,206,920,379,3,2,0,2,1,230,1,Matches
56,Carlo Boukhalfa,ma MAR,MF,St. Pauli,25,1999,18.3,651,28,118,315,222,29,651,28,12,42.9,16,57.1,290,1281,486,10,9,3,31,20,393,44,Matches
57,Julian Brandt,de GER,MF,Dortmund,28,1996,25.6,1455,13,155,671,645,81,1455,54,19,35.2,32,59.3,869,4116,2014,61,48,17,48,36,1097,199,Matches
58,Tim Breithaupt,de GER,MF,Augsburg,22,2002,1.3,75,2,18,49,8,1,75,2,2,100.0,0,0.0,44,174,67,1,0,0,3,2,47,1,Matches
59,Maximilian Breunig,de GER,"FW,MF",Heidenheim,23,2000,3.9,140,5,17,77,51,17,139,7,3,42.9,3,42.9,78,304,138,5,4,2,15,6,96,13,Matches
60,Moritz Broschinski,de GER,"FW,MF",Bochum,23,2000,15.4,552,19,54,211,297,68,552,53,14,26.4,38,71.7,322,1887,814,37,21,13,69,33,385,130,Matches
61,Nathaniel Brown,de GER,"DF,MF",Eint Frankfurt,21,2003,21.6,1174,43,314,485,389,50,1174,33,11,33.3,17,51.5,600,3259,1680,45,31,6,30,12,658,119,Matches
62,Jacob Bruun Larsen,dk DEN,"FW,MF",Hoffenheim,25,1998,4.4,226,3,17,82,133,30,226,21,7,33.3,13,61.9,147,896,471,16,13,8,9,9,167,41,Matches
63,Jacob Bruun Larsen,dk DEN,"MF,FW",Stuttgart,25,1998,4.6,215,3,22,78,116,27,215,22,10,45.5,10,45.5,127,881,425,19,5,10,11,3,148,40,Matches
64,Emi Buendía,ar ARG,MF,Leverkusen,27,1996,2.9,198,0,21,107,71,12,198,11,6,54.5,2,18.2,108,326,113,2,3,1,10,8,153,24,Matches
65,Marius Bülter,de GER,"FW,DF",Hoffenheim,31,1993,19.2,774,25,108,297,379,83,774,47,24,51.1,22,46.8,511,2924,1435,57,24,23,39,21,576,155,Matches
66,Jonathan Burkardt,de GER,FW,Mainz 05,24,2000,23.4,788,19,49,364,378,121,786,39,16,41.0,23,59.0,447,1868,747,32,26,13,76,33,562,157,Matches
67,Oliver Burke,sct SCO,FW,Werder Bremen,27,1997,10.1,440,5,38,167,241,79,440,12,7,58.3,5,41.7,246,1353,493,22,12,14,38,13,329,88,Matches
68,Marnon Busch,de GER,"DF,MF",Heidenheim,29,1994,15.5,1030,79,378,468,190,9,1030,8,3,37.5,4,50.0,495,2288,1217,22,20,1,13,1,553,43,Matches
69,Anthony Caci,fr FRA,DF,Mainz 05,27,1997,29.8,1973,70,398,884,709,62,1973,64,29,45.3,31,48.4,960,3680,1650,45,25,13,44,24,1161,152,Matches
70,Cole Campbell,us USA,"MF,FW",Dortmund,18,2006,0.2,21,2,4,9,8,0,21,1,0,0.0,1,100.0,10,57,34,1,0,0,3,0,13,1,Matches
71,Emre Can,de GER,"DF,MF",Dortmund,30,1994,23.4,2156,150,787,1207,174,12,2154,26,15,57.7,9,34.6,1405,6693,3628,20,32,2,18,10,1582,12,Matches
72,Tiago Cardoso,lu LUX,GK,Gladbach,18,2006,4.2,189,175,189,0,0,0,189,0,0,,0,,101,568,365,0,0,0,0,0,94,0,Matches
73,Abdoulie Ceesay,gm GAM,FW,St. Pauli,20,2004,0.7,26,0,2,13,11,2,26,0,0,,0,,12,32,3,0,0,0,4,3,18,8,Matches
74,Julian Chabot,de GER,DF,Stuttgart,26,1998,25.2,2239,269,1010,1155,82,31,2239,5,3,60.0,2,40.0,1354,6753,3327,7,9,2,13,3,1535,5,Matches
75,El Chadaille Bitshiabu,fr FRA,DF,RB Leipzig,19,2005,12.6,1058,149,470,547,46,12,1058,3,2,66.7,1,33.3,516,2198,1052,4,3,1,11,1,674,2,Matches
76,Fares Chaïbi,dz ALG,"MF,FW",Eint Frankfurt,21,2002,11.3,588,30,108,240,246,34,588,12,7,58.3,3,25.0,288,1412,668,20,13,4,19,7,361,73,Matches
77,Timothy Chandler,us USA,DF,Eint Frankfurt,34,1990,0.3,31,1,8,14,9,1,31,1,0,0.0,1,100.0,16,72,45,1,2,0,1,0,21,4,Matches
78,Anrie Chase,jp JPN,DF,Stuttgart,20,2004,8.2,622,65,253,334,40,4,622,5,2,40.0,3,60.0,334,1209,546,6,7,0,4,1,453,2,Matches
79,Arthur Chaves,br BRA,DF,Hoffenheim,23,2001,24.3,1513,174,670,746,111,22,1513,10,3,30.0,6,60.0,740,2893,1314,10,17,0,11,11,919,13,Matches
80,Fabio Chiarodia,it ITA,DF,Gladbach,19,2005,4.2,298,71,170,119,9,5,298,0,0,,0,,130,562,249,1,0,0,1,0,151,1,Matches
81,Carney Chukwuemeka,eng ENG,MF,Dortmund,20,2003,2.8,169,1,7,69,95,22,169,13,7,53.8,3,23.1,107,545,313,15,10,9,11,7,119,24,Matches
82,Alexis Claude-Maurice,fr FRA,"MF,FW",Augsburg,26,1998,23.4,994,13,112,479,431,64,994,90,42,46.7,40,44.4,619,4039,1888,59,47,9,85,50,727,102,Matches
83,Nnamdi Collins,de GER,DF,Eint Frankfurt,20,2004,16.5,1107,85,411,541,159,19,1107,34,12,35.3,18,52.9,623,3297,1420,30,21,6,17,11,690,42,Matches
84,Kingsley Coman,fr FRA,FW,Bayern Munich,28,1996,14.2,934,13,84,323,537,85,934,74,39,52.7,31,41.9,606,3834,1867,66,33,28,28,18,733,215,Matches
85,Sirlord Conteh,de GER,"FW,MF",Heidenheim,28,1996,9.9,301,4,38,120,152,34,301,13,6,46.2,6,46.2,195,1243,705,29,11,12,23,8,218,75,Matches
86,Danny da Costa,de GER,DF,Mainz 05,31,1993,22.3,1451,98,566,781,115,2,1451,17,8,47.1,9,52.9,813,3463,1613,21,19,2,22,7,886,22,Matches
87,Yan Couto,br BRA,"DF,FW",Dortmund,22,2002,9.9,849,28,227,381,249,16,849,33,13,39.4,18,54.5,483,2871,1469,46,32,6,14,7,547,83,Matches
88,Tomáš Čvančara,cz CZE,FW,Gladbach,23,2000,9.2,336,19,47,152,138,36,336,17,6,35.3,9,52.9,185,899,352,15,7,5,18,6,235,50,Matches
89,Finn Dahmen,de GER,GK,Augsburg,26,1998,19.0,811,553,790,21,0,0,811,0,0,,0,,479,2439,1355,0,0,0,0,0,426,0,Matches
90,Thomas Dähne,de GER,GK,Holstein Kiel,30,1994,9.0,432,355,425,7,0,0,432,0,0,,0,,234,1112,603,0,0,0,0,0,213,0,Matches
91,Mahmoud Dahoud,de GER,MF,Eint Frankfurt,28,1996,4.0,263,8,65,150,49,3,263,3,1,33.3,2,66.7,160,521,211,1,6,0,4,2,192,6,Matches
92,Ameen Al-Dakhil,be BEL,DF,Stuttgart,22,2002,4.8,407,67,217,185,6,0,407,0,0,,0,,239,1305,616,1,0,0,3,0,264,0,Matches
93,Bence Dárdai,hu HUN,MF,Wolfsburg,18,2006,14.5,595,25,144,314,137,18,595,12,3,25.0,5,41.7,287,1017,382,5,6,0,18,11,337,24,Matches
94,Lukas Daschner,de GER,"MF,FW",Bochum,25,1998,4.6,213,5,26,100,90,14,212,15,5,33.3,10,66.7,116,606,260,8,7,1,21,2,131,19,Matches
95,Alphonso Davies,ca CAN,DF,Bayern Munich,23,2000,17.3,1463,33,263,720,498,49,1463,68,31,45.6,31,45.6,895,5191,2807,81,53,21,33,19,1057,140,Matches
96,Olivier Deman,be BEL,DF,Werder Bremen,24,2000,0.7,75,3,30,26,19,2,75,1,0,0.0,1,100.0,31,225,72,2,0,0,0,0,31,1,Matches
97,Ermedin Demirović,ba BIH,FW,Stuttgart,26,1998,20.6,582,10,45,239,301,126,580,25,5,20.0,19,76.0,305,1388,586,20,16,9,39,27,437,115,Matches
98,Justin Diehl,de GER,"FW,DF",Stuttgart,19,2004,1.2,84,1,5,27,53,9,84,13,3,23.1,10,76.9,55,402,200,5,3,3,2,3,60,20,Matches
99,Eric Dier,eng ENG,DF,Bayern Munich,30,1994,16.3,1591,127,535,994,67,19,1591,3,2,66.7,1,33.3,944,4081,2174,12,10,0,7,2,1157,1,Matches
100,Junior Dina Ebimbe,fr FRA,"MF,FW",Eint Frankfurt,23,2000,3.3,161,5,27,74,62,16,161,11,5,45.5,5,45.5,82,408,197,5,6,3,8,4,105,27,Matches
101,Eren Dinkçi,de GER,"MF,FW",Freiburg,22,2001,13.3,552,6,71,259,233,36,552,39,16,41.0,23,59.0,269,1733,941,33,26,9,31,12,347,71,Matches
102,Ritsu Doan,jp JPN,"FW,MF",Freiburg,26,1998,31.8,1537,40,215,665,679,108,1537,127,56,44.1,59,46.5,827,4440,2089,64,54,26,58,62,1031,178,Matches
103,Danilho Doekhi,nl NED,DF,Union Berlin,26,1998,34.0,1654,182,783,739,143,64,1654,5,3,60.0,1,20.0,883,3986,1988,13,10,0,13,6,1000,14,Matches
104,Niklas Dorsch,de GER,MF,Augsburg,26,1998,0.4,29,1,3,18,8,0,29,1,0,0.0,1,100.0,15,57,32,1,1,0,0,0,21,0,Matches
105,Niklas Dorsch,de GER,MF,Heidenheim,26,1998,14.8,798,32,190,480,147,8,798,14,7,50.0,6,42.9,459,2364,1013,13,10,1,16,13,489,21,Matches
106,Patrick Drewes,de GER,GK,Bochum,31,1993,21.0,913,709,902,11,0,0,913,0,0,,0,,479,2471,1284,0,0,0,0,0,425,0,Matches
107,Tim Drexler,de GER,DF,Hoffenheim,19,2005,4.0,223,18,91,125,11,0,223,0,0,,0,,128,483,208,2,2,0,3,5,143,2,Matches
108,Marvin Ducksch,de GER,FW,Werder Bremen,30,1994,26.9,1105,31,83,457,575,116,1103,19,7,36.8,11,57.9,538,1826,816,26,20,12,31,11,673,166,Matches
109,Julien Duranville,be BEL,"FW,MF",Dortmund,18,2006,3.1,135,2,8,36,93,17,135,30,12,40.0,12,40.0,102,781,412,16,9,9,6,15,109,33,Matches
110,Adam Dźwigała,pl POL,"DF,MF",St. Pauli,28,1995,4.1,280,30,106,138,36,6,280,2,1,50.0,1,50.0,110,363,164,1,0,0,2,2,152,4,Matches
111,Johannes Eggestein,de GER,FW,St. Pauli,26,1998,20.6,713,6,46,371,302,78,711,17,7,41.2,10,58.8,384,1704,615,25,17,8,53,30,543,138,Matches
112,Maximilian Eggestein,de GER,MF,Freiburg,27,1996,31.6,1757,66,403,1054,315,50,1757,24,11,45.8,13,54.2,813,4178,2107,34,25,3,28,19,1093,41,Matches
113,Hugo Ekitike,fr FRA,FW,Eint Frankfurt,22,2002,28.5,1054,27,68,430,583,196,1051,119,52,43.7,61,51.3,633,4443,2307,93,57,52,99,34,777,215,Matches
114,Elif Elmas,mk MKD,MF,RB Leipzig,24,1999,0.5,28,1,10,13,5,2,28,1,1,100.0,0,0.0,13,33,11,0,0,0,0,2,17,2,Matches
115,Nico Elvedi,ch SUI,DF,Gladbach,27,1996,23.7,1827,352,1052,730,48,17,1827,0,0,,0,,953,4744,2540,20,12,0,6,1,1152,5,Matches
116,Arne Engels,be BEL,"MF,FW",Augsburg,20,2003,0.9,32,1,1,14,17,2,32,1,0,0.0,1,100.0,17,75,38,1,3,0,0,0,24,5,Matches
117,Patrick Erras,de GER,DF,Holstein Kiel,29,1995,9.2,622,124,357,242,23,14,622,0,0,,0,,282,1063,596,3,1,0,3,0,413,1,Matches
118,Samuel Essende,cd COD,FW,Augsburg,26,1998,18.2,564,10,43,262,270,93,564,52,14,26.9,32,61.5,347,1652,699,33,19,20,86,37,433,118,Matches
119,Frank Feller,de GER,GK,Heidenheim,20,2004,1.3,70,53,70,0,0,0,70,0,0,,0,,34,104,37,0,0,0,0,0,37,0,Matches
120,Kilian Fischer,de GER,DF,Wolfsburg,23,2000,25.5,1529,87,527,666,348,20,1529,23,10,43.5,13,56.5,704,4025,2047,51,31,5,31,9,794,89,Matches
121,Jonas Föhrenbach,de GER,DF,Heidenheim,28,1996,20.4,1112,72,416,483,221,17,1112,17,7,41.2,9,52.9,521,2715,1474,36,11,4,16,3,584,50,Matches
122,Marco Friedl,at AUT,DF,Werder Bremen,26,1998,24.0,1769,251,1025,715,35,5,1769,8,6,75.0,2,25.0,1069,4836,2108,4,5,0,12,7,1101,1,Matches
123,Marvin Friedrich,de GER,DF,Gladbach,28,1995,11.0,822,90,426,370,27,17,822,2,2,100.0,0,0.0,502,2464,1284,11,3,0,5,3,583,3,Matches
124,Jeremie Frimpong,nl NED,"DF,MF",Leverkusen,23,2000,25.7,1205,20,144,394,677,112,1205,78,25,32.1,47,60.3,673,4175,2389,100,41,32,45,26,827,272,Matches
125,Chris Führich,de GER,"MF,FW",Stuttgart,26,1998,22.0,1220,20,109,438,687,115,1220,85,40,47.1,42,49.4,782,6087,3161,114,68,54,37,26,905,202,Matches
126,Shiō Fukuda,jp JPN,FW,Gladbach,20,2004,0.7,18,0,0,6,12,5,18,3,1,33.3,2,66.7,8,22,7,0,1,0,1,1,13,3,Matches
127,Cristian Gamboa,cr CRC,DF,Bochum,34,1989,2.5,154,6,47,75,34,4,154,2,0,0.0,2,100.0,84,375,147,2,1,1,3,0,85,9,Matches
128,Aleix García,es ESP,MF,Leverkusen,27,1997,16.2,1503,45,225,831,452,11,1503,5,4,80.0,1,20.0,787,3463,1633,27,34,1,10,5,1169,47,Matches
129,Viggo Gebel,de GER,MF,RB Leipzig,16,2007,0.2,6,0,0,3,3,1,6,1,0,0.0,1,100.0,5,18,4,0,0,0,1,0,5,3,Matches
130,Lutsharel Geertruida,nl NED,DF,RB Leipzig,24,2000,17.3,1266,61,375,758,147,19,1266,14,7,50.0,7,50.0,642,2612,1357,21,15,3,14,4,839,34,Matches
131,Dennis Geiger,de GER,"MF,FW",Hoffenheim,26,1998,8.2,441,14,84,260,99,8,441,8,4,50.0,2,25.0,259,1326,605,12,15,2,9,8,303,21,Matches
132,Valentin Gendrey,fr FRA,DF,Hoffenheim,24,2000,15.7,874,61,241,337,302,28,874,11,3,27.3,8,72.7,363,1547,852,24,15,7,24,11,425,86,Matches
133,Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,30,1994,16.9,854,49,222,407,231,32,854,8,1,12.5,7,87.5,438,1950,1001,27,14,5,19,3,519,63,Matches
134,Max Geschwill,de GER,DF,Holstein Kiel,23,2001,14.2,827,80,412,348,72,13,827,5,2,40.0,3,60.0,379,1631,781,6,4,0,5,2,478,16,Matches
135,Dimitris Giannoulis,gr GRE,DF,Augsburg,28,1995,29.4,1802,81,474,722,626,48,1802,82,29,35.4,48,58.5,845,4024,2189,60,37,12,49,13,968,164,Matches
136,Armin Gigovic,ba BIH,MF,Holstein Kiel,22,2002,21.1,935,56,240,509,201,38,935,55,20,36.4,26,47.3,476,2986,1268,37,23,7,45,23,536,45,Matches
137,Benedikt Gimber,de GER,DF,Heidenheim,27,1997,29.7,1643,199,939,664,59,22,1643,16,8,50.0,4,25.0,865,3784,1673,7,9,0,25,7,965,8,Matches
138,Matthias Ginter,de GER,DF,Freiburg,30,1994,28.5,1816,198,845,866,113,56,1816,6,4,66.7,2,33.3,991,5064,2819,11,12,1,10,0,1205,16,Matches
139,Jamie Gittens,eng ENG,"FW,MF",Dortmund,19,2004,19.7,873,8,85,293,520,110,873,171,77,45.0,72,42.1,627,5171,2826,113,56,63,49,35,653,180,Matches
140,Serge Gnabry,de GER,"FW,MF",Bayern Munich,29,1995,13.8,758,9,68,288,407,96,757,40,18,45.0,20,50.0,468,2491,1226,44,22,25,25,7,581,149,Matches
141,Tidiam Gomis,fr FRA,"MF,FW",RB Leipzig,17,2006,1.7,70,0,6,25,40,10,70,7,5,71.4,1,14.3,33,247,143,5,2,1,4,3,47,14,Matches
142,Leon Goretzka,de GER,"MF,DF",Bayern Munich,29,1995,14.7,1373,47,224,868,289,27,1373,8,7,87.5,1,12.5,794,4253,2279,35,35,3,4,4,1051,28,Matches
143,Robin Gosens,de GER,DF,Union Berlin,30,1994,1.0,51,1,12,20,19,1,51,0,0,,0,,17,61,37,1,2,0,2,0,26,5,Matches
144,Mario Götze,de GER,"MF,FW",Eint Frankfurt,32,1992,17.1,986,12,158,493,347,43,986,23,9,39.1,12,52.2,617,2456,1214,29,23,6,26,27,706,96,Matches
145,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,33,1991,32.7,2061,260,925,1000,152,42,2060,12,7,58.3,5,41.7,1169,6129,3400,24,24,1,19,6,1234,19,Matches
146,Kamil Grabara,pl POL,GK,Wolfsburg,25,1999,28.7,1224,880,1195,29,0,0,1224,2,2,100.0,0,0.0,708,3037,1760,0,0,0,0,0,675,0,Matches
147,Michael Gregoritsch,at AUT,FW,Freiburg,30,1994,7.1,220,6,27,96,99,33,220,7,4,57.1,3,42.9,94,425,202,6,3,3,14,9,149,36,Matches
