Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 36_level_0_Matches
214,Angel Gomes,eng ENG,MF,Lille,23,2000,14,10,736,8.2,1,1,2,1,0,1,1,0,1.7,0.9,2.1,3.0,15,49,47,0.12,0.12,0.24,0.12,0.24,0.21,0.26,0.47,0.11,0.37,Matches
215,Carlos Gómez,co COL,"MF,DF",Rennes,21,2002,17,2,381,4.2,3,0,3,3,0,0,1,0,1.3,1.3,0.2,1.6,9,9,47,0.71,0.00,0.71,0.71,0.71,0.31,0.06,0.37,0.31,0.37,Matches
216,Mathieu Gorgelin,fr FRA,GK,Le Havre,33,1990,16,16,1440,16.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
217,Amine Gouiri,dz ALG,"FW,MF",Marseille,24,2000,14,12,1048,11.6,10,3,13,10,0,0,0,0,8.4,8.4,3.6,12.1,17,20,97,0.86,0.26,1.12,0.86,1.12,0.73,0.31,1.04,0.73,1.04,Matches
218,Amine Gouiri,dz ALG,"MF,FW",Rennes,24,2000,19,11,1037,11.5,3,2,5,3,0,0,2,0,3.5,3.5,0.4,3.9,22,46,63,0.26,0.17,0.43,0.26,0.43,0.30,0.03,0.34,0.30,0.34,Matches
219,Jonathan Gradit,fr FRA,DF,Lens,31,1992,25,24,2112,23.5,0,0,0,0,0,0,4,0,0.8,0.8,0.7,1.5,18,127,4,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches
220,Samuel Grandsir,fr FRA,"MF,FW",Le Havre,27,1996,6,0,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,5,6,5,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.67,0.00,0.67,Matches
221,Mason Greenwood,eng ENG,"FW,MF",Marseille,22,2001,34,32,2804,31.2,21,5,26,14,7,9,3,0,16.3,9.1,5.7,14.8,126,157,295,0.67,0.16,0.83,0.45,0.61,0.52,0.18,0.71,0.29,0.48,Matches
222,Albert Grønbaek,dk DEN,"MF,FW",Rennes,23,2001,16,9,813,9.0,2,1,3,2,0,0,1,0,1.5,1.5,1.0,2.5,23,30,58,0.22,0.11,0.33,0.22,0.33,0.17,0.12,0.28,0.17,0.28,Matches
223,Gabriel Gudmundsson,se SWE,DF,Lille,25,1999,30,20,1785,19.8,2,0,2,2,0,0,3,0,0.7,0.7,1.4,2.1,71,91,115,0.10,0.00,0.10,0.10,0.10,0.04,0.07,0.11,0.04,0.11,Matches
224,Axel Gueguin,fr FRA,FW,Montpellier,19,2005,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
225,Evann Guessand,ci CIV,"FW,MF",Nice,23,2001,33,30,2565,28.5,12,8,20,12,0,0,2,0,9.2,9.2,5.4,14.6,87,79,162,0.42,0.28,0.70,0.42,0.70,0.32,0.19,0.51,0.32,0.51,Matches
226,Bahereba Guirassy,fr FRA,"FW,MF",Nantes,17,2006,19,2,348,3.9,2,0,2,2,0,0,0,0,0.7,0.7,0.1,0.8,15,6,34,0.52,0.00,0.52,0.52,0.52,0.18,0.02,0.20,0.18,0.20,Matches
227,Massadio Haïdara,ml MLI,DF,Brest,31,1992,22,20,1678,18.6,0,0,0,0,0,0,3,2,0.3,0.3,0.5,0.8,44,77,76,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.04,0.02,0.04,Matches
228,Achraf Hakimi,ma MAR,DF,Paris S-G,25,1998,25,24,2066,23.0,4,6,10,4,0,0,4,0,2.9,2.9,6.2,9.1,93,183,273,0.17,0.26,0.44,0.17,0.44,0.13,0.27,0.40,0.13,0.40,Matches
229,Florent Hanin,dz ALG,DF,Angers,34,1990,33,31,2672,29.7,1,2,3,1,0,0,2,0,0.9,0.9,1.9,2.8,48,99,108,0.03,0.07,0.10,0.03,0.10,0.03,0.06,0.10,0.03,0.10,Matches
230,Amine Harit,ma MAR,MF,Marseille,27,1997,13,8,519,5.8,2,4,6,2,0,0,1,1,0.8,0.8,2.4,3.2,13,35,34,0.35,0.69,1.04,0.35,1.04,0.14,0.42,0.56,0.14,0.56,Matches
231,Hans Hateboer,nl NED,DF,Rennes,30,1994,26,18,1684,18.7,0,0,0,0,0,0,3,0,0.4,0.4,1.5,1.9,28,92,63,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.10,0.02,0.10,Matches
232,Kjetil Haug,no NOR,GK,Toulouse,26,1998,6,5,498,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
233,Luis Henrique,br BRA,"DF,FW",Marseille,22,2001,33,29,2613,29.0,7,7,14,7,0,0,0,0,4.2,4.2,4.2,8.3,84,143,280,0.24,0.24,0.48,0.24,0.48,0.14,0.14,0.29,0.14,0.29,Matches
234,Lucas Hernández,fr FRA,DF,Paris S-G,28,1996,16,10,877,9.7,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,6,50,4,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
235,Ki-Jana Hoever,nl NED,DF,Auxerre,22,2002,30,26,2124,23.6,1,2,3,1,0,0,4,1,0.5,0.5,2.7,3.2,59,79,128,0.04,0.08,0.13,0.04,0.13,0.02,0.11,0.13,0.02,0.13,Matches
236,Cédric Hountondji,bj BEN,DF,Angers,30,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
237,Ilyes Housni,fr FRA,"FW,MF",Le Havre,19,2005,12,3,230,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,8,4,24,0.00,0.00,0.00,0.00,0.00,0.09,0.08,0.17,0.09,0.17,Matches
238,Pierre Højbjerg,dk DEN,MF,Marseille,28,1995,30,30,2664,29.6,2,4,6,2,0,0,5,0,3.3,3.3,3.9,7.1,36,263,43,0.07,0.14,0.20,0.07,0.20,0.11,0.13,0.24,0.11,0.24,Matches
239,Hafiz Ibrahim,ng NGA,FW,Reims,18,2005,11,2,391,4.3,0,1,1,0,0,0,2,1,0.5,0.5,0.6,1.1,6,2,16,0.00,0.23,0.23,0.00,0.23,0.12,0.14,0.25,0.12,0.25,Matches
240,George Ilenikhena,ng NGA,FW,Monaco,17,2006,23,6,717,8.0,3,2,5,3,0,0,0,0,5.1,5.1,1.4,6.5,8,10,58,0.38,0.25,0.63,0.38,0.63,0.64,0.18,0.81,0.64,0.81,Matches
241,Rareş Ilie,ro ROU,MF,Nice,21,2003,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,2,3,1,0.00,0.00,0.00,0.00,0.00,0.25,2.47,2.72,0.25,2.72,Matches
242,Ismaily,br BRA,DF,Lille,34,1990,16,10,904,10.0,0,1,1,0,0,0,4,0,0.7,0.7,1.0,1.7,15,54,51,0.00,0.10,0.10,0.00,0.10,0.07,0.10,0.17,0.07,0.17,Matches
243,Yanis Issoufou,fr FRA,"MF,FW",Montpellier,17,2006,4,1,77,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,2,2,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
244,Junya Ito,jp JPN,"FW,MF",Reims,31,1993,33,31,2690,29.9,4,3,7,4,0,0,1,0,4.6,4.6,7.1,11.7,100,133,256,0.13,0.10,0.23,0.13,0.23,0.16,0.24,0.39,0.16,0.39,Matches
245,Jérémy Jacquet,fr FRA,DF,Rennes,19,2005,11,11,927,10.3,0,1,1,0,0,0,0,0,0.8,0.8,0.8,1.6,8,40,4,0.00,0.10,0.10,0.00,0.10,0.08,0.08,0.16,0.08,0.16,Matches
246,Ismail Jakobs,sn SEN,DF,Monaco,24,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,9,6,17,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,Matches
247,Jordan James,wls WAL,MF,Rennes,20,2004,23,14,1178,13.1,0,1,1,0,0,0,4,0,0.9,0.9,1.9,2.8,21,67,15,0.00,0.08,0.08,0.00,0.08,0.07,0.15,0.21,0.07,0.21,Matches
248,Malcolm Jeng,se SWE,DF,Reims,19,2005,3,2,107,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
249,John Joe,ie IRL,MF,Reims,20,2003,13,5,545,6.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,6,14,9,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
250,Karl-Johan Johnsson,se SWE,GK,Strasbourg,34,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
251,Paul Joly,fr FRA,DF,Auxerre,24,2000,26,10,1009,11.2,0,1,1,0,0,0,3,1,0.6,0.6,1.3,1.9,28,51,61,0.00,0.09,0.09,0.00,0.09,0.05,0.12,0.17,0.05,0.17,Matches
252,Jota,pt POR,"FW,MF",Rennes,25,1999,9,3,334,3.7,1,0,1,1,0,0,0,0,1.3,1.3,0.3,1.6,13,16,35,0.27,0.00,0.27,0.27,0.27,0.36,0.08,0.44,0.36,0.44,Matches
253,Antoine Joujou,fr FRA,"MF,FW",Le Havre,21,2003,26,9,943,10.5,0,2,2,0,0,0,1,0,0.6,0.6,3.0,3.7,44,18,85,0.00,0.19,0.19,0.00,0.19,0.06,0.29,0.35,0.06,0.35,Matches
254,Jubal,br BRA,DF,Auxerre,30,1993,30,30,2640,29.3,6,0,6,3,3,4,7,0,5.2,2.0,0.9,2.9,1,33,3,0.20,0.00,0.20,0.10,0.10,0.18,0.03,0.21,0.07,0.10,Matches
255,Abdulai Juma Bah,sl SLE,DF,Lens,18,2006,10,8,686,7.6,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,3,9,1,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
256,Hamed Junior Traorè,ci CIV,MF,Auxerre,24,2000,26,26,2093,23.3,10,2,12,10,0,0,5,0,7.9,7.9,2.7,10.6,66,99,146,0.43,0.09,0.52,0.43,0.52,0.34,0.12,0.46,0.34,0.46,Matches
257,Yaya Kader Fofana,ml MLI,"MF,FW",Reims,20,2004,12,8,634,7.0,1,1,2,1,0,0,4,0,0.6,0.6,1.7,2.3,19,22,29,0.14,0.14,0.28,0.14,0.28,0.09,0.24,0.32,0.09,0.32,Matches
258,Tino Kadewere,zw ZIM,"MF,FW",Nantes,28,1996,12,6,512,5.7,1,2,3,1,0,0,1,0,1.7,1.7,1.0,2.7,5,19,27,0.18,0.35,0.53,0.18,0.53,0.30,0.17,0.47,0.30,0.47,Matches
259,Arnaud Kalimuendo,fr FRA,"FW,MF",Rennes,22,2002,33,31,2578,28.6,17,3,20,12,5,8,2,0,14.9,8.9,2.0,10.9,50,72,167,0.59,0.10,0.70,0.42,0.52,0.52,0.07,0.59,0.31,0.38,Matches
260,Justin-Noël Kalumba,fr FRA,"FW,MF",Angers,19,2004,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,3,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
261,Warren Kamanzi,no NOR,"DF,MF",Toulouse,23,2000,24,11,1022,11.4,1,1,2,1,0,0,3,0,1.3,1.3,1.0,2.2,29,33,62,0.09,0.09,0.18,0.09,0.18,0.11,0.08,0.20,0.11,0.20,Matches
262,Glen Kamara,fi FIN,MF,Rennes,28,1995,13,8,662,7.4,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.3,5,34,22,0.00,0.14,0.14,0.00,0.14,0.02,0.02,0.05,0.02,0.05,Matches
263,Noham Kamara,fr FRA,DF,Paris S-G,17,2007,2,0,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
264,Nordine Kandil,fr FRA,MF,Strasbourg,22,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
265,Lee Kang-in,kr KOR,"FW,MF",Paris S-G,23,2001,30,19,1663,18.5,6,6,12,6,0,0,1,0,3.5,3.5,5.6,9.1,50,143,139,0.32,0.32,0.65,0.32,0.65,0.19,0.30,0.50,0.19,0.50,Matches
266,Yassine Kechta,ma MAR,"MF,FW",Le Havre,22,2002,31,25,2096,23.3,2,0,2,2,0,0,4,0,2.5,2.5,1.2,3.7,44,97,85,0.09,0.00,0.09,0.09,0.09,0.11,0.05,0.16,0.11,0.16,Matches
267,Thilo Kehrer,de GER,DF,Monaco,27,1996,27,27,2383,26.5,4,0,4,4,0,0,1,0,1.5,1.5,0.3,1.8,16,139,2,0.15,0.00,0.15,0.15,0.15,0.06,0.01,0.07,0.06,0.07,Matches
268,Reda Khadra,de GER,"MF,FW",Reims,23,2001,4,0,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,4,7,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
269,Wahbi Khazri,tn TUN,"FW,MF",Montpellier,33,1991,30,10,1118,12.4,1,1,2,1,0,0,4,0,2.3,2.3,2.2,4.4,24,33,53,0.08,0.08,0.16,0.08,0.16,0.19,0.18,0.37,0.19,0.37,Matches
270,Abdukodir Khusanov,uz UZB,DF,Lens,20,2004,13,11,975,10.8,0,0,0,0,0,0,2,1,0.2,0.2,0.3,0.6,2,43,6,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches
271,Presnel Kimpembe,fr FRA,DF,Paris S-G,28,1995,2,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
272,Joshua King,no NOR,"FW,MF",Toulouse,32,1992,28,21,1673,18.6,6,3,9,6,0,0,2,0,6.6,6.6,2.0,8.7,39,29,108,0.32,0.16,0.48,0.32,0.48,0.36,0.11,0.47,0.36,0.47,Matches
273,Cédric Kipré,ci CIV,DF,Reims,27,1996,28,26,2190,24.3,0,1,1,0,0,0,4,2,0.6,0.6,1.3,2.0,16,77,3,0.00,0.04,0.04,0.00,0.04,0.03,0.06,0.08,0.03,0.08,Matches
274,Hervé Koffi,bf BFA,GK,Lens,27,1996,5,5,450,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
275,Philipp Köhn,ch SUI,GK,Monaco,26,1998,19,19,1710,19.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
276,Koka,eg EGY,FW,Le Havre,31,1993,16,10,851,9.5,3,1,4,2,1,1,2,0,4.9,4.2,0.6,4.8,0,12,20,0.32,0.11,0.42,0.21,0.32,0.52,0.07,0.59,0.44,0.51,Matches
277,Randal Kolo Muani,fr FRA,FW,Paris S-G,25,1998,10,2,358,4.0,2,1,3,1,1,1,0,0,4.7,3.9,0.9,4.7,8,5,35,0.50,0.25,0.75,0.25,0.50,1.17,0.21,1.39,0.98,1.19,Matches
278,Geoffrey Kondogbia,cf CTA,"DF,MF",Marseille,31,1993,25,22,2020,22.4,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.7,20,105,11,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
279,Abdoul Koné,fr FRA,DF,Reims,19,2005,4,1,133,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
280,Amadou Koné,ml MLI,MF,Reims,19,2005,24,17,1293,14.4,0,0,0,0,0,0,3,1,0.5,0.5,0.3,0.9,19,68,12,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
281,Ismaël Koné,ca CAN,"MF,FW",Marseille,22,2002,8,3,360,4.0,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.6,2,10,10,0.00,0.00,0.00,0.00,0.00,0.07,0.09,0.16,0.07,0.16,Matches
282,Ismaël Koné,ca CAN,MF,Rennes,22,2002,13,4,469,5.2,2,1,3,2,0,0,1,0,0.2,0.2,1.3,1.5,16,30,16,0.38,0.19,0.58,0.38,0.58,0.03,0.25,0.28,0.03,0.28,Matches
283,Emmanuel Koum Mbondo,fr FRA,DF,Marseille,18,2006,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
284,Boubakar Kouyaté,ml MLI,DF,Montpellier,27,1997,11,8,756,8.4,0,0,0,0,0,0,6,1,0.5,0.5,0.0,0.5,3,12,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
285,Goduine Koyalipou,cf CTA,FW,Lens,24,2000,15,12,885,9.8,4,0,4,4,0,0,0,0,4.8,4.8,0.8,5.6,15,20,68,0.41,0.00,0.41,0.41,0.41,0.49,0.08,0.57,0.49,0.57,Matches
286,Sael Kumbedi,fr FRA,DF,Lyon,19,2005,14,12,951,10.6,0,0,0,0,0,0,2,0,0.3,0.3,0.3,0.6,23,37,71,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches
287,Daler Kuzyaev,ru RUS,MF,Le Havre,31,1993,12,6,567,6.3,1,0,1,1,0,0,1,0,0.2,0.2,0.6,0.8,4,32,9,0.16,0.00,0.16,0.16,0.16,0.03,0.09,0.12,0.03,0.12,Matches
288,Khvicha Kvaratskhelia,ge GEO,FW,Paris S-G,23,2001,14,11,916,10.2,4,3,7,4,0,0,0,0,3.3,3.3,4.9,8.2,50,43,131,0.39,0.29,0.69,0.39,0.69,0.32,0.48,0.80,0.32,0.80,Matches
289,Rémy Labeau Lascary,gp GLP,"FW,MF",Lens,21,2003,14,6,637,7.1,2,1,3,2,0,0,5,0,2.5,2.5,1.1,3.6,17,7,71,0.28,0.14,0.42,0.28,0.42,0.36,0.15,0.51,0.36,0.51,Matches
290,Gaëtan Laborde,fr FRA,FW,Nice,30,1994,28,20,1829,20.3,11,4,15,7,4,4,1,0,11.7,8.6,3.5,12.0,30,40,131,0.54,0.20,0.74,0.34,0.54,0.58,0.17,0.75,0.42,0.59,Matches
291,Alexandre Lacazette,fr FRA,FW,Lyon,33,1991,30,24,2051,22.8,15,2,17,10,5,6,5,0,16.3,11.7,3.4,15.0,24,66,159,0.66,0.09,0.75,0.44,0.53,0.71,0.15,0.86,0.51,0.66,Matches
292,Younes Lachaab,fr FRA,"MF,FW",Lille,19,2005,2,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,1,0.00,0.00,0.00,0.00,0.00,0.95,0.00,0.95,0.95,0.95,Matches
293,Alban Lafont,ci CIV,GK,Nantes,25,1999,12,12,1080,12.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
294,Kenny Lala,mg MAD,DF,Brest,32,1991,30,29,2686,29.8,3,2,5,0,3,3,5,0,3.0,0.6,4.3,4.9,58,138,91,0.10,0.07,0.17,0.00,0.07,0.10,0.14,0.24,0.02,0.17,Matches
295,Mohamed Lamine Bayo,gn GUI,FW,Lille,26,1998,12,4,309,3.4,2,1,3,2,0,0,1,0,2.2,2.2,0.5,2.7,4,4,20,0.58,0.29,0.87,0.58,0.87,0.65,0.15,0.80,0.65,0.80,Matches
296,Gautier Larsonneur,fr FRA,GK,Saint-Étienne,27,1997,34,34,3060,34.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
297,Julien Le Cardinal,fr FRA,DF,Brest,26,1997,16,15,1378,15.3,0,1,1,0,0,0,3,0,0.4,0.4,0.3,0.7,7,39,1,0.00,0.07,0.07,0.00,0.07,0.03,0.02,0.05,0.03,0.05,Matches
298,Jérémy Le Douaron,fr FRA,FW,Brest,26,1998,2,1,102,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,1,7,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches
299,Benjamin Lecomte,fr FRA,GK,Montpellier,33,1991,30,30,2700,30.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
300,Pierre Lees-Melou,fr FRA,MF,Brest,31,1993,20,17,1526,17.0,2,2,4,2,0,0,7,0,1.3,1.3,2.8,4.0,23,105,36,0.12,0.12,0.24,0.12,0.24,0.07,0.16,0.24,0.07,0.24,Matches
301,Jordan Lefort,fr FRA,DF,Angers,30,1993,34,34,3060,34.0,0,1,1,0,0,0,3,0,0.6,0.6,1.1,1.6,6,89,13,0.00,0.03,0.03,0.00,0.03,0.02,0.03,0.05,0.02,0.05,Matches
302,Félix Lemaréchal,fr FRA,"MF,FW",Strasbourg,20,2003,27,20,1779,19.8,4,3,7,4,0,0,2,0,3.5,3.5,2.9,6.4,35,58,90,0.20,0.15,0.35,0.20,0.35,0.18,0.15,0.32,0.18,0.32,Matches
303,Donovan Léon,gf GUF,GK,Auxerre,31,1992,32,32,2880,32.0,0,2,2,0,0,0,4,0,0.0,0.0,0.4,0.4,0,1,0,0.00,0.06,0.06,0.00,0.06,0.00,0.01,0.01,0.00,0.01,Matches
304,Esteban Lepaul,fr FRA,FW,Angers,24,2000,28,18,1629,18.1,9,0,9,9,0,0,2,0,5.1,5.1,0.8,6.0,26,20,68,0.50,0.00,0.50,0.50,0.50,0.28,0.05,0.33,0.28,0.33,Matches
305,Johann Lepenant,fr FRA,MF,Nantes,21,2002,29,23,2048,22.8,2,1,3,2,0,0,3,0,1.4,1.4,0.9,2.3,25,89,62,0.09,0.04,0.13,0.09,0.13,0.06,0.04,0.10,0.06,0.10,Matches
306,Louis Leroux,fr FRA,"MF,DF",Nantes,18,2006,16,8,816,9.1,2,1,3,2,0,0,1,0,1.5,1.5,1.3,2.8,11,31,14,0.22,0.11,0.33,0.22,0.33,0.16,0.15,0.31,0.16,0.31,Matches
307,Pol Lirola,es ESP,DF,Marseille,26,1997,19,5,680,7.6,1,2,3,1,0,0,1,1,0.6,0.6,0.7,1.3,12,21,40,0.13,0.26,0.40,0.13,0.40,0.08,0.09,0.17,0.08,0.17,Matches
308,Gautier Lloris,fr FRA,DF,Le Havre,29,1995,31,31,2768,30.8,2,1,3,2,0,0,5,0,1.2,1.2,0.9,2.0,13,99,7,0.07,0.03,0.10,0.07,0.10,0.04,0.03,0.07,0.04,0.07,Matches
309,Bradley Locko,fr FRA,DF,Brest,22,2002,2,1,97,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
310,Elysée Logbo,fr FRA,FW,Le Havre,20,2004,1,0,27,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,2,0.00,0.00,0.00,0.00,0.00,0.61,0.00,0.61,0.61,0.61,Matches
311,Anthony Lopes,pt POR,GK,Nantes,33,1990,18,18,1563,17.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
312,Jordan Lotomba,ch SUI,"MF,DF",Nice,25,1998,2,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
313,Tom Louchet,fr FRA,"DF,MF",Nice,21,2003,22,7,775,8.6,1,0,1,1,0,0,1,0,0.8,0.8,1.2,1.9,19,36,37,0.12,0.00,0.12,0.12,0.12,0.09,0.14,0.22,0.09,0.22,Matches
314,Milos Lukovic,rs SRB,"FW,MF",Strasbourg,18,2005,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
315,Othmane Maamma,ma MAR,"FW,MF",Montpellier,18,2005,12,2,361,4.0,1,1,2,1,0,0,1,0,0.7,0.7,0.2,0.9,8,2,24,0.25,0.25,0.50,0.25,0.50,0.23,0.06,0.29,0.23,0.29,Matches
316,Deiver Machado,co COL,"DF,MF",Lens,30,1993,27,20,1805,20.1,1,4,5,1,0,0,7,2,2.3,2.3,2.1,4.3,42,45,80,0.05,0.20,0.25,0.05,0.25,0.11,0.10,0.22,0.11,0.22,Matches
317,Lanroy Machine,fr FRA,FW,Angers,18,2005,2,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.62,0.00,0.62,0.62,0.62,Matches
318,Yvann Macon,fr FRA,DF,Saint-Étienne,25,1998,12,10,790,8.8,0,0,0,0,0,0,4,0,0.3,0.3,0.2,0.5,25,46,40,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches
319,Eros Maddy,nl NED,DF,Auxerre,23,2001,2,0,15,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.52,0.00,0.52,Matches
320,Soungoutou Magassa,fr FRA,MF,Monaco,20,2003,21,12,1025,11.4,0,1,1,0,0,0,5,1,0.5,0.5,0.9,1.4,6,63,11,0.00,0.09,0.09,0.00,0.09,0.04,0.08,0.12,0.04,0.12,Matches
321,Hugo Magnetti,fr FRA,MF,Brest,26,1998,32,27,2323,25.8,1,0,1,1,0,0,5,0,0.8,0.8,0.4,1.2,21,80,20,0.04,0.00,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.05,Matches
322,Frank Magri,cm CMR,"FW,MF",Toulouse,24,1999,31,17,1516,16.8,5,1,6,5,0,0,5,1,6.0,6.0,1.5,7.5,17,25,80,0.30,0.06,0.36,0.30,0.36,0.36,0.09,0.45,0.36,0.45,Matches
