Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 36_level_0_Matches
11,Lucien Agoume,fr FRA,MF,Troyes,20,2002,15,14,1094,12.2,0,1,1,0,0,0,5,0,0.8,0.8,1.1,1.9,9,93,10,0.00,0.08,0.08,0.00,0.08,0.07,0.09,0.16,0.07,0.16,Matches
12,Ruben Aguilar,fr FRA,DF,Monaco,29,1993,20,14,1172,13.0,0,0,0,0,0,0,3,0,0.2,0.2,0.9,1.1,29,102,78,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09,Matches
13,Amar Ahmed,se SWE,FW,Troyes,18,2004,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
14,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,28,1994,30,16,1300,14.4,3,1,4,3,0,0,4,1,1.2,1.2,1.1,2.3,25,50,37,0.21,0.07,0.28,0.21,0.28,0.08,0.08,0.16,0.08,0.16,Matches
15,Ludovic Ajorque,fr FRA,FW,Strasbourg,28,1994,13,9,771,8.6,1,0,1,0,1,1,1,0,3.3,2.5,0.8,3.3,2,13,55,0.12,0.00,0.12,0.00,0.00,0.38,0.10,0.48,0.29,0.39,Matches
16,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,20,2002,11,5,402,4.5,0,0,0,0,0,0,3,0,0.5,0.5,0.5,0.9,9,16,42,0.00,0.00,0.00,0.00,0.00,0.10,0.11,0.21,0.10,0.21,Matches
17,Doğan Alemdar,tr TUR,GK,Rennes,19,2002,6,4,406,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
18,Jim Allevinah,ga GAB,"DF,FW",Clermont Foot,27,1995,36,25,2244,24.9,1,1,2,1,0,0,2,0,2.5,2.5,2.0,4.5,82,59,141,0.04,0.04,0.08,0.04,0.08,0.10,0.08,0.18,0.10,0.18,Matches
19,Mickaël Alphonse,gp GLP,DF,Ajaccio,33,1989,26,14,1361,15.1,0,0,0,0,0,0,2,1,0.5,0.5,0.6,1.1,30,51,34,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.08,0.03,0.08,Matches
20,Ibrahim Amadou,fr FRA,"DF,MF",Angers,29,1993,7,4,424,4.7,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,0,5,5,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03,Matches
21,Ayoub Amraoui,ma MAR,"DF,FW",Nice,18,2004,7,3,294,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6,13,18,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
22,Benjamin André,fr FRA,MF,Lille,31,1990,34,33,2916,32.4,1,1,2,1,0,0,12,0,1.6,1.6,1.8,3.4,41,309,46,0.03,0.03,0.06,0.03,0.06,0.05,0.06,0.11,0.05,0.11,Matches
23,Komnen Andrić,rs SRB,FW,Clermont Foot,27,1995,34,16,1446,16.1,4,3,7,3,1,2,4,0,5.5,3.9,0.9,4.8,8,27,88,0.25,0.19,0.44,0.19,0.37,0.34,0.06,0.39,0.24,0.30,Matches
24,Houssem Aouar,dz ALG,MF,Lyon,24,1998,16,6,526,5.8,1,1,2,1,0,0,2,0,1.4,1.4,1.1,2.6,12,37,36,0.17,0.17,0.34,0.17,0.34,0.25,0.20,0.44,0.25,0.44,Matches
25,Adil Aouchiche,fr FRA,MF,Lorient,20,2002,11,1,250,2.8,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,16,23,20,0.00,0.00,0.00,0.00,0.00,0.20,0.02,0.22,0.20,0.22,Matches
26,Dennis Appiah,fr FRA,"DF,MF",Nantes,30,1992,15,9,795,8.8,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,15,39,51,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.06,0.05,0.06,Matches
27,Stredair Appuah,fr FRA,"DF,MF",Nantes,18,2004,5,0,66,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,7,3,10,0.00,0.00,0.00,0.00,0.00,0.09,0.29,0.38,0.09,0.38,Matches
28,Taïryk Arconte,fr FRA,FW,Brest,18,2003,4,1,128,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1,1,8,0.00,0.00,0.00,0.00,0.00,0.19,0.10,0.29,0.19,0.29,Matches
29,Mohamed El Arouch,fr FRA,MF,Lyon,18,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
30,Lorenz Assignon,tg TOG,DF,Rennes,22,2000,12,2,261,2.9,0,1,1,0,0,0,3,0,0.3,0.3,0.3,0.6,10,11,13,0.00,0.34,0.34,0.00,0.34,0.11,0.10,0.22,0.11,0.22,Matches
31,Youcef Atal,dz ALG,"DF,MF",Nice,26,1996,18,8,779,8.7,1,0,1,1,0,0,1,0,1.0,1.0,1.3,2.3,38,39,63,0.12,0.00,0.12,0.12,0.12,0.12,0.15,0.27,0.12,0.27,Matches
32,Valentin Atangana Edoa,fr FRA,MF,Reims,16,2005,7,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,5,5,6,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.12,0.02,0.12,Matches
33,Mathias Autret,fr FRA,"MF,FW",Auxerre,31,1991,23,16,1290,14.3,2,2,4,1,1,1,0,0,2.5,1.7,2.0,3.7,20,77,58,0.14,0.14,0.28,0.07,0.21,0.17,0.14,0.31,0.12,0.26,Matches
34,Cédric Avinel,gp GLP,DF,Ajaccio,35,1986,24,19,1794,19.9,1,0,1,1,0,0,2,1,1.0,1.0,0.0,1.0,3,31,1,0.05,0.00,0.05,0.05,0.05,0.05,0.00,0.05,0.05,0.05,Matches
35,Loïc Bade,fr FRA,DF,Rennes,22,2000,1,1,90,1.0,0,1,1,0,0,0,1,0,0.2,0.2,0.1,0.3,0,3,0,0.00,1.00,1.00,0.00,1.00,0.20,0.06,0.26,0.20,0.26,Matches
36,Benoît Badiashile,fr FRA,DF,Monaco,21,2001,11,9,839,9.3,2,0,2,2,0,0,3,0,0.6,0.6,0.4,1.0,3,39,0,0.21,0.00,0.21,0.21,0.21,0.07,0.04,0.11,0.07,0.11,Matches
37,Eric Bailly,ci CIV,DF,Marseille,28,1994,17,5,543,6.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,4,12,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
38,Dénys Bain,fr FRA,DF,Auxerre,29,1993,2,1,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
39,Brandon Baiye,be BEL,MF,Clermont Foot,21,2000,7,0,51,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.21,0.00,0.21,Matches
40,Cédric Bakambu,cd COD,MF,Marseille,31,1991,3,0,59,0.7,0,1,1,0,0,0,0,0,0.0,0.0,1.0,1.0,1,0,4,0.00,1.53,1.53,0.00,1.53,0.00,1.56,1.56,0.00,1.56,Matches
41,Thierno Balde,fr FRA,"DF,MF",Troyes,20,2002,31,25,2153,23.9,0,1,1,0,0,0,1,0,0.3,0.3,1.1,1.4,66,60,118,0.00,0.04,0.04,0.00,0.04,0.01,0.05,0.06,0.01,0.06,Matches
42,Carlos Baleba,cm CMR,MF,Lille,18,2004,19,5,478,5.3,0,0,0,0,0,0,3,1,0.5,0.5,0.1,0.6,16,33,12,0.00,0.00,0.00,0.00,0.00,0.09,0.02,0.11,0.09,0.11,Matches
43,Leonardo Balerdi,ar ARG,DF,Marseille,23,1999,35,30,2639,29.3,0,1,1,0,0,0,9,1,1.3,1.3,0.2,1.4,15,97,19,0.00,0.03,0.03,0.00,0.03,0.04,0.01,0.05,0.04,0.05,Matches
44,Folarin Balogun,us USA,FW,Reims,21,2001,37,34,2999,33.3,21,2,23,15,6,7,5,0,26.6,21.0,3.8,24.8,56,55,283,0.63,0.06,0.69,0.45,0.51,0.80,0.11,0.91,0.63,0.74,Matches
45,Abdoulaye Bamba,ci CIV,DF,Angers,32,1990,21,12,1364,15.2,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,8,36,19,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
46,Jonathan Bamba,ci CIV,FW,Lille,26,1996,34,32,2783,30.9,6,7,13,6,0,0,6,0,8.2,8.2,6.5,14.7,111,146,345,0.19,0.23,0.42,0.19,0.42,0.27,0.21,0.47,0.27,0.47,Matches
47,Bradley Barcola,fr FRA,"FW,MF",Lyon,19,2002,26,15,1440,16.0,5,8,13,5,0,0,3,0,3.4,3.4,3.9,7.4,51,39,156,0.31,0.50,0.81,0.31,0.81,0.22,0.25,0.46,0.22,0.46,Matches
48,Melvin Bard,fr FRA,DF,Nice,21,2000,33,28,2456,27.3,0,0,0,0,0,0,6,0,0.5,0.5,0.9,1.4,61,96,126,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches
49,Ross Barkley,eng ENG,"MF,FW",Nice,28,1993,27,9,960,10.7,4,2,6,4,0,0,1,0,4.3,4.3,2.4,6.7,30,48,46,0.37,0.19,0.56,0.37,0.56,0.42,0.23,0.65,0.42,0.65,Matches
50,Mickaël Barreto,fr FRA,MF,Ajaccio,31,1991,20,15,1325,14.7,1,1,2,1,0,0,1,0,0.9,0.9,1.9,2.8,26,87,53,0.07,0.07,0.14,0.07,0.14,0.06,0.13,0.19,0.06,0.19,Matches
51,Cyrille Bayala,bf BFA,MF,Ajaccio,26,1996,33,25,2009,22.3,1,1,2,1,0,0,3,1,2.0,2.0,2.0,4.1,46,66,109,0.04,0.04,0.09,0.04,0.09,0.09,0.09,0.18,0.09,0.18,Matches
52,Yanis Begraoui,ma MAR,"FW,MF",Toulouse,21,2001,3,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,1,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.37,0.00,0.37,Matches
53,Alexis Beka Beka,fr FRA,"MF,DF",Nice,21,2001,14,7,545,6.1,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.5,13,25,23,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09,Matches
54,Jérémie Bela,ao ANG,"DF,MF",Clermont Foot,29,1993,19,7,743,8.3,1,1,2,1,0,0,0,0,0.6,0.6,0.2,0.8,22,24,54,0.12,0.12,0.24,0.12,0.24,0.07,0.03,0.10,0.07,0.10,Matches
55,Reda Belahyane,ma MAR,MF,Nice,18,2004,4,1,182,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,10,1,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
56,Youcef Belaïli,dz ALG,"MF,FW",Ajaccio,30,1992,17,15,1150,12.8,6,3,9,1,5,6,2,0,6.2,1.8,3.5,5.3,32,55,68,0.47,0.23,0.70,0.08,0.31,0.48,0.27,0.76,0.14,0.42,Matches
57,Youcef Belaïli,dz ALG,"FW,MF",Brest,30,1992,6,4,356,4.0,0,2,2,0,0,0,3,0,0.7,0.7,0.8,1.4,16,14,31,0.00,0.51,0.51,0.00,0.51,0.17,0.19,0.36,0.17,0.36,Matches
58,Haris Belkebla,dz ALG,MF,Brest,28,1994,38,30,2656,29.5,2,0,2,1,1,1,3,0,1.3,0.5,0.6,1.1,19,129,37,0.07,0.00,0.07,0.03,0.03,0.04,0.02,0.06,0.02,0.04,Matches
59,Jean-Ricner Bellegarde,ht HAI,"MF,FW",Strasbourg,24,1998,30,29,2419,26.9,2,6,8,2,0,0,5,0,2.5,2.5,5.2,7.7,104,153,110,0.07,0.22,0.30,0.07,0.30,0.09,0.19,0.29,0.09,0.29,Matches
60,Jeanuël Belocian,fr FRA,DF,Rennes,17,2005,8,6,506,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,8,21,21,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.01,0.02,Matches
61,Eliesse Ben Seghir,ma MAR,"FW,MF",Monaco,17,2005,19,13,1052,11.7,4,1,5,4,0,0,1,0,1.9,1.9,1.2,3.2,31,55,93,0.34,0.09,0.43,0.34,0.43,0.17,0.11,0.27,0.17,0.27,Matches
62,Salim Ben Seghir,fr FRA,MF,Marseille,19,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
63,Wissam Ben Yedder,fr FRA,FW,Monaco,31,1990,32,28,2114,23.5,19,6,25,14,5,6,4,0,17.4,12.7,3.8,16.5,48,75,198,0.81,0.26,1.06,0.60,0.85,0.74,0.16,0.90,0.54,0.70,Matches
64,Nabil Bentaleb,dz ALG,MF,Angers,27,1994,30,29,2489,27.7,4,4,8,2,2,2,7,1,3.2,1.6,2.3,3.9,46,176,28,0.14,0.14,0.29,0.07,0.22,0.11,0.08,0.20,0.06,0.14,Matches
65,Patrick Berg,no NOR,"MF,FW",Lens,24,1997,3,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,4,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17,Matches
66,Mitchell van Bergen,nl NED,"FW,DF",Reims,22,1999,28,6,905,10.1,0,1,1,0,0,0,1,0,2.2,2.2,2.7,4.8,51,21,89,0.00,0.10,0.10,0.00,0.10,0.22,0.26,0.48,0.22,0.48,Matches
67,Quentin Bernard,fr FRA,DF,Auxerre,33,1989,7,7,630,7.0,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,4,27,14,0.00,0.14,0.14,0.00,0.14,0.00,0.08,0.08,0.00,0.08,Matches
68,Paul Bernardoni,fr FRA,GK,Angers,25,1997,27,27,2430,27.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
69,Juan Bernat,es ESP,"DF,MF",Paris S-G,29,1993,28,18,1648,18.3,1,4,5,1,0,0,1,0,0.9,0.9,3.1,3.9,24,38,143,0.05,0.22,0.27,0.05,0.27,0.05,0.17,0.21,0.05,0.21,Matches
70,Jason Berthomier,fr FRA,MF,Clermont Foot,32,1990,2,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
71,El Bilal Touré,ml MLI,FW,Reims,20,2001,3,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,1,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.09,0.03,0.09,Matches
72,Jean-Claude Billong,cm CMR,MF,Clermont Foot,28,1993,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
73,Veljko Birmančević,rs SRB,"FW,MF",Toulouse,24,1998,25,2,444,4.9,0,0,0,0,0,0,0,0,1.3,1.3,0.2,1.5,21,16,50,0.00,0.00,0.00,0.00,0.00,0.27,0.05,0.31,0.27,0.31,Matches
74,Marco Bizot,nl NED,GK,Brest,31,1991,37,37,3330,37.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
75,Rubén Blanco,es ESP,GK,Marseille,27,1995,6,6,495,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
76,Ludovic Blas,fr FRA,"MF,FW",Nantes,24,1997,37,30,2813,31.3,7,5,12,5,2,4,6,0,9.3,6.4,5.8,12.1,122,147,248,0.22,0.16,0.38,0.16,0.32,0.30,0.18,0.48,0.20,0.39,Matches
77,Miha Blažič,si SVN,DF,Angers,29,1993,24,22,1979,22.0,2,0,2,2,0,0,4,0,1.6,1.6,0.1,1.6,0,64,0,0.09,0.00,0.09,0.09,0.09,0.07,0.00,0.07,0.07,0.07,Matches
78,Joaquín Blázquez,ar ARG,GK,Brest,21,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
79,Myron Boadu,nl NED,FW,Monaco,21,2001,12,3,295,3.3,3,0,3,3,0,0,0,0,2.6,2.6,0.3,2.9,5,3,21,0.92,0.00,0.92,0.92,0.92,0.79,0.09,0.88,0.79,0.88,Matches
80,Jérôme Boateng,de GER,DF,Lyon,33,1988,8,6,428,4.8,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
81,Antonin Bobichon,fr FRA,MF,Angers,26,1995,3,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,2,4,8,0.00,0.00,0.00,0.00,0.00,0.28,1.01,1.30,0.28,1.30,Matches
82,Quentin Boisgard,fr FRA,MF,Lorient,25,1997,5,1,184,2.0,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.5,7,11,15,0.49,0.00,0.49,0.49,0.49,0.19,0.05,0.25,0.19,0.25,Matches
83,Neto Borges,br BRA,DF,Clermont Foot,25,1996,33,33,2833,31.5,3,1,4,3,0,0,4,2,3.1,3.1,2.7,5.8,69,100,189,0.10,0.03,0.13,0.10,0.13,0.10,0.09,0.19,0.10,0.18,Matches
84,Kenji-Van Boto,mg MAD,DF,Auxerre,26,1996,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,2,10,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
85,Kouamé Botué,bf BFA,"FW,MF",Ajaccio,19,2002,8,2,229,2.5,0,0,0,0,0,0,0,0,1.2,1.2,0.1,1.3,4,4,16,0.00,0.00,0.00,0.00,0.00,0.48,0.05,0.53,0.48,0.53,Matches
86,Badredine Bouanani,dz ALG,"FW,MF",Nice,17,2004,19,9,863,9.6,0,4,4,0,0,0,0,0,1.7,1.7,3.5,5.2,47,31,98,0.00,0.42,0.42,0.00,0.42,0.18,0.36,0.54,0.18,0.54,Matches
87,Hicham Boudaoui,dz ALG,MF,Nice,22,1999,27,22,1875,20.8,1,2,3,1,0,0,5,0,0.9,0.9,1.9,2.8,39,110,55,0.05,0.10,0.14,0.05,0.14,0.04,0.09,0.14,0.04,0.14,Matches
88,Franci Bouebari,fr FRA,DF,Strasbourg,18,2003,2,0,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
89,Sofiane Boufal,ma MAR,"FW,MF",Angers,28,1993,13,9,834,9.3,4,3,7,2,2,2,3,1,3.6,2.1,2.9,5.0,49,56,94,0.43,0.32,0.76,0.22,0.54,0.39,0.32,0.71,0.22,0.54,Matches
90,Ismaël Boura,km COM,"DF,FW",Lens,21,2000,9,0,93,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6,6,11,0.00,0.00,0.00,0.00,0.00,0.06,0.20,0.26,0.06,0.26,Matches
91,Benjamin Bourigeaud,fr FRA,"MF,FW",Rennes,28,1994,37,37,3065,34.1,7,10,17,5,2,2,6,1,8.7,7.1,11.6,18.7,40,264,250,0.21,0.29,0.50,0.15,0.44,0.26,0.34,0.60,0.21,0.55,Matches
92,Bilal Brahimi,dz ALG,"FW,MF",Nice,22,2000,26,5,800,8.9,3,2,5,3,0,0,0,0,1.0,1.0,1.7,2.8,41,16,100,0.34,0.23,0.56,0.34,0.56,0.12,0.19,0.31,0.12,0.31,Matches
93,Lilian Brassier,fr FRA,DF,Brest,22,1999,36,35,3093,34.4,0,0,0,0,0,0,5,0,1.1,1.1,0.9,2.0,20,111,29,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches
94,Andreas Bruus,dk DEN,"DF,FW",Troyes,23,1999,27,18,1628,18.1,0,2,2,0,0,0,2,0,0.7,0.7,1.7,2.4,47,41,117,0.00,0.11,0.11,0.00,0.11,0.04,0.09,0.13,0.04,0.13,Matches
95,Joe Bryan,eng ENG,"MF,DF",Nice,28,1993,6,2,177,2.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.1,2,8,16,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.01,0.04,Matches
96,Adam Buksa,pl POL,"FW,MF",Lens,26,1996,8,0,101,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,9,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
97,Maxime Busi,be BEL,DF,Reims,22,1999,21,11,1043,11.6,0,1,1,0,0,0,4,0,0.1,0.1,0.7,0.8,25,57,44,0.00,0.09,0.09,0.00,0.09,0.01,0.06,0.07,0.01,0.07,Matches
98,Marcin Bułka,pl POL,GK,Nice,22,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
99,Rémy Cabella,fr FRA,"MF,FW",Lille,32,1990,32,28,2525,28.1,7,10,17,7,0,0,3,0,8.3,8.3,10.7,19.0,113,230,242,0.25,0.36,0.61,0.25,0.61,0.30,0.38,0.68,0.30,0.68,Matches
100,Jimmy Cabot,fr FRA,"DF,MF",Lens,28,1994,11,5,511,5.7,0,1,1,0,0,0,2,0,0.3,0.3,2.1,2.4,26,29,65,0.00,0.18,0.18,0.00,0.18,0.05,0.37,0.43,0.05,0.43,Matches
101,Jens Cajuste,se SWE,MF,Reims,22,1999,31,14,1530,17.0,3,1,4,3,0,0,8,1,1.5,1.5,1.2,2.8,46,109,40,0.18,0.06,0.24,0.18,0.24,0.09,0.07,0.16,0.09,0.16,Matches
102,Duje Ćaleta-Car,hr CRO,DF,Marseille,25,1996,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
103,Mahdi Camara,fr FRA,MF,Brest,24,1998,31,20,1820,20.2,2,0,2,2,0,0,4,1,2.5,2.5,0.4,3.0,32,80,44,0.10,0.00,0.10,0.10,0.10,0.12,0.02,0.15,0.12,0.15,Matches
104,Mohamed Camara,ml MLI,MF,Monaco,22,2000,29,25,2194,24.4,0,3,3,0,0,0,6,1,1.0,1.0,2.2,3.2,28,135,19,0.00,0.12,0.12,0.00,0.12,0.04,0.09,0.13,0.04,0.13,Matches
105,Ousmane Camara,gn GUI,"FW,MF",Auxerre,20,2001,3,0,24,0.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,2,2,1,0.00,0.00,0.00,0.00,0.00,0.19,0.83,1.01,0.19,1.01,Matches
