Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks
Kristjan Asllani,ALB,MF,Inter,21,2002,8.7,744,685,56,23,2,4,35,1,32,12,10,0,662,3,6
Emil Audero,IDN,GK,Inter,26,1997,3.7,197,174,21,3,0,0,0,0,0,0,0,0,166,2,1
Tommaso Augello,ITA,DF,Cagliari,28,1994,26.9,1329,1008,317,42,1,2,153,241,34,7,25,0,919,4,42
Carlos Augusto,BRA,DF,Inter,24,1999,19.2,1099,977,112,14,0,3,40,92,0,0,0,0,921,10,25
Yann Aurel Bisseck,GER,DF,Inter,22,2000,10.0,641,614,27,20,1,2,5,7,0,0,0,0,590,0,9
Sardar Azmoun,IRN,"FW,MF",Roma,28,1995,6.5,156,152,4,1,1,1,2,1,0,0,0,0,108,0,8
Paulo Azzi,BRA,"DF,MF",Cagliari,29,1994,10.6,487,394,91,6,0,1,48,84,1,0,0,0,322,2,13
Oussama El Azzouzi,MAR,MF,Bologna,22,2001,6.1,390,383,7,6,0,2,2,0,1,1,0,0,352,0,2
Milan Badelj,CRO,MF,Genoa,34,1989,28.2,1407,1344,59,39,5,14,14,9,0,0,0,0,1136,4,20
Jaime Báez,URU,"FW,MF",Frosinone,28,1995,5.6,202,182,20,4,0,1,24,2,14,2,10,0,141,0,7
Nicola Bagnolini,ITA,GK,Bologna,19,2004,0.1,3,1,2,0,0,0,0,0,0,0,0,0,2,0,0
Nedim Bajrami,ALB,"MF,FW",Sassuolo,24,1999,14.6,460,376,83,20,2,1,78,10,44,17,22,0,330,1,12
Mitchel Bakker,NED,DF,Atalanta,23,2000,4.2,212,168,42,3,0,0,13,36,3,0,3,0,167,2,8
Tommaso Baldanzi,ITA,"MF,FW",Empoli,20,2003,8.3,257,223,29,6,0,0,16,9,10,4,3,0,201,5,8
Tommaso Baldanzi,ITA,"FW,MF",Roma,20,2003,5.8,205,201,4,0,1,0,7,4,0,0,0,0,175,0,2
Lameck Banda,ZAM,FW,Lecce,22,2001,15.0,342,325,15,2,1,2,51,4,9,5,2,0,250,2,14
Daniel Bandeira,POR,MF,Hellas Verona,23,2000,5.0,233,224,7,2,3,4,7,3,2,0,1,0,187,2,2
Mattia Bani,ITA,DF,Genoa,29,1993,25.6,1152,1059,88,45,0,1,1,6,0,0,0,0,962,5,8
Antonín Barák,CZE,"MF,FW",Fiorentina,28,1994,9.0,392,372,20,3,0,1,4,4,1,0,0,0,338,0,13
Nicolò Barella,ITA,MF,Inter,26,1997,31.6,2168,2120,37,17,12,25,51,19,1,0,0,0,1835,11,37
Enzo Barrenechea,ARG,MF,Frosinone,22,2001,31.2,1903,1795,104,88,1,13,1,3,0,0,0,0,1624,4,21
Davide Bartesaghi,ITA,"DF,MF",Milan,17,2005,0.9,35,28,7,0,0,0,0,7,0,0,0,0,28,0,2
Federico Baschirotto,ITA,DF,Lecce,26,1996,36.6,1808,1668,136,66,0,10,3,9,0,0,0,0,1516,4,10
Toma Bašić,CRO,MF,Salernitana,26,1996,12.9,540,503,35,22,1,6,25,7,6,1,4,0,442,2,11
Alessandro Bastoni,ITA,DF,Inter,24,1999,25.2,1935,1787,139,58,1,29,76,71,0,0,0,0,1671,9,30
Simone Bastoni,ITA,"MF,DF",Empoli,26,1996,8.3,360,281,76,17,2,2,36,41,16,4,9,0,246,3,12
Reda Belahyane,MAR,MF,Hellas Verona,19,2004,1.0,25,24,1,1,0,0,0,0,0,0,0,0,23,0,0
Raoul Bellanova,ITA,DF,Torino,23,2000,33.8,1579,1285,288,14,0,4,178,274,0,0,0,0,1232,6,44
Andrea Belotti,ITA,FW,Fiorentina,29,1993,10.5,201,181,20,1,1,0,4,0,0,0,0,0,133,0,6
Andrea Belotti,ITA,FW,Roma,29,1993,7.5,155,141,13,0,1,0,4,2,0,0,0,0,115,1,10
Lucas Beltrán,ARG,"FW,MF",Fiorentina,22,2001,18.8,459,438,19,2,4,3,7,4,0,0,0,0,360,2,15
Ismaël Bennacer,ALG,MF,Milan,25,1997,12.8,818,772,43,21,7,3,32,5,17,4,8,0,711,3,11
Domenico Berardi,ITA,FW,Sassuolo,28,1994,15.9,641,583,55,19,8,24,72,7,29,19,0,0,409,3,15
Bartosz Bereszyński,POL,DF,Empoli,31,1992,19.6,867,685,177,31,0,2,16,146,0,0,0,0,673,5,27
Etrit Berisha,ALB,GK,Empoli,34,1989,14.0,494,356,134,44,0,1,0,0,0,0,0,0,339,4,0
Medon Berisha,ALB,"FW,MF",Lecce,19,2003,2.3,98,91,7,3,0,2,3,0,3,2,1,0,84,0,1
Victor Bernth Kristiansen,DEN,DF,Bologna,20,2002,25.6,1688,1452,231,24,0,4,35,207,0,0,0,0,1422,5,22
Beto,GNB,FW,Udinese,25,1998,0.8,11,9,2,0,0,0,0,0,0,0,0,0,10,0,0
Davide Bettella,ITA,MF,Monza,23,2000,0.0,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0
Sam Beukema,NED,DF,Bologna,24,1998,28.3,2055,1971,81,47,1,12,2,18,0,0,0,0,1842,3,13
Jaka Bijol,SVN,DF,Udinese,24,1999,23.2,822,790,29,22,1,5,1,2,0,0,0,0,645,3,4
El Bilal Touré,MLI,FW,Atalanta,21,2001,4.4,126,124,2,0,1,1,2,0,0,0,0,0,92,0,6
Cristiano Biraghi,ITA,DF,Fiorentina,30,1992,26.2,1842,1329,510,103,0,14,226,298,109,28,53,0,1388,3,33
Davide Biraschi,ITA,DF,Genoa,29,1994,1.0,37,28,9,2,0,0,0,7,0,0,0,0,31,0,0
Samuele Birindelli,ITA,DF,Monza,24,1999,22.4,1104,939,160,11,1,14,54,148,1,0,0,0,902,5,31
Alexis Blin,FRA,MF,Lecce,26,1996,18.2,779,744,30,18,1,2,11,8,0,0,0,0,671,5,9
Jérôme Boateng,GER,DF,Salernitana,34,1988,2.6,126,124,2,2,0,0,1,0,0,0,0,0,106,0,0
Emil Bohinen,NOR,MF,Genoa,24,1999,0.6,34,33,1,1,0,1,2,0,0,0,0,0,26,0,0
Emil Bohinen,NOR,MF,Salernitana,24,1999,5.9,333,321,12,11,0,1,2,0,0,0,0,0,262,0,16
Daniel Boloca,ROU,MF,Sassuolo,24,1998,22.5,1064,1048,15,13,1,3,8,0,0,0,0,0,956,1,15
Giacomo Bonaventura,ITA,MF,Fiorentina,33,1989,25.3,1126,1078,46,13,15,5,54,6,5,1,3,0,928,2,27
Federico Bonazzoli,ITA,"FW,MF",Hellas Verona,26,1997,11.3,314,294,17,0,3,5,7,1,0,0,0,0,242,3,11
Warren Bondo,FRA,MF,Monza,19,2003,16.4,621,602,16,6,0,3,2,3,1,0,0,0,557,3,11
Giovanni Bonfanti,ITA,DF,Atalanta,20,2003,1.0,57,52,5,2,0,0,2,3,0,0,0,0,46,0,2
Kevin Bonifazi,ITA,DF,Bologna,27,1996,1.0,82,80,2,2,0,0,0,0,0,0,0,0,72,0,1
Kevin Bonifazi,ITA,DF,Frosinone,27,1996,3.4,145,133,12,8,0,1,0,4,0,0,0,0,123,0,4
Gennaro Borrelli,ITA,FW,Frosinone,23,2000,0.3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Erik Botheim,NOR,"FW,MF",Salernitana,23,2000,3.5,65,61,4,0,0,1,1,0,0,0,0,0,48,0,1
Mehdi Bourabia,MAR,MF,Frosinone,31,1991,2.2,98,96,2,2,1,0,2,0,0,0,0,0,76,0,4
Edoardo Bove,ITA,MF,Roma,21,2002,19.8,780,764,11,10,3,3,8,1,0,0,0,0,649,5,19
Domagoj Bradarić,CRO,DF,Salernitana,23,1999,30.5,1536,1248,286,33,2,10,81,243,9,3,6,0,1184,2,41
Josip Brekalo,CRO,FW,Fiorentina,25,1998,7.2,291,278,11,4,0,0,24,1,6,0,5,0,234,2,8
Gleison Bremer,BRA,DF,Juventus,26,1997,35.9,1930,1854,71,25,0,8,1,2,0,0,0,0,1661,5,14
Brenner,BRA,"MF,FW",Udinese,23,2000,2.1,54,52,2,1,0,0,1,0,0,0,0,0,47,0,0
Marco Brescianini,ITA,MF,Frosinone,23,2000,25.8,804,761,40,7,5,0,20,29,0,0,0,0,632,3,21
Dylan Bronn,TUN,"DF,MF",Salernitana,28,1995,0.6,12,12,0,0,0,0,0,0,0,0,0,0,8,0,0
Tajon Buchanan,CAN,DF,Inter,24,1999,1.8,72,70,2,0,0,0,11,2,0,0,0,0,58,0,3
Alessandro Buongiorno,ITA,DF,Torino,24,1999,28.1,1187,1162,25,21,1,2,3,3,0,0,0,0,1012,0,7
Rareș-Cătălin Burnete,ROU,FW,Lecce,19,2004,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Jovane Cabral,CPV,"MF,FW",Salernitana,25,1998,7.5,245,227,16,4,1,7,14,5,1,1,0,0,185,2,6
Liberato Cacace,NZL,DF,Empoli,22,2000,21.2,1110,848,256,27,2,3,68,205,24,2,18,0,832,6,26
Jens Cajuste,SWE,MF,Napoli,23,1999,11.3,435,425,8,1,1,1,6,7,0,0,0,0,369,2,9
Davide Calabria,ITA,DF,Milan,26,1996,24.3,1541,1292,245,43,1,5,36,202,0,0,0,0,1320,4,13
Riccardo Calafiori,ITA,DF,Bologna,21,2002,26.1,1810,1720,89,38,2,16,9,17,0,0,0,0,1622,1,20
Mattia Caldara,ITA,DF,Milan,29,1994,0.4,24,24,0,0,0,0,0,0,0,0,0,0,20,0,0
Luca Caldirola,ITA,DF,Monza,32,1991,23.8,1374,1294,78,43,0,7,4,12,0,0,0,0,1247,2,10
Hakan Çalhanoğlu,TUR,MF,Inter,29,1994,28.4,2316,2097,210,92,4,35,153,4,113,52,47,0,2045,9,18
Francesco Camarda,ITA,FW,Milan,15,2008,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolò Cambiaghi,ITA,"FW,MF",Empoli,22,2000,28.4,694,659,31,1,2,1,131,5,24,4,9,0,483,4,36
Andrea Cambiaso,ITA,"DF,FW",Juventus,23,2000,26.4,1207,1096,105,16,2,10,81,70,18,4,5,0,1007,6,38
Matteo Cancellieri,ITA,"FW,MF",Empoli,21,2002,19.9,379,366,8,2,0,1,42,4,2,0,1,0,222,5,13
Antonio Candreva,ITA,"MF,FW",Salernitana,36,1987,30.6,1407,1164,240,74,4,32,223,40,88,11,44,0,1019,3,41
Luigi Canotto,ITA,FW,Frosinone,29,1994,0.2,3,2,1,1,0,0,0,0,0,0,0,0,2,0,1
Gianluca Caprari,ITA,"MF,FW",Monza,30,1993,3.2,124,114,9,1,0,0,8,2,5,1,3,0,98,1,7
Elia Caprile,ITA,GK,Empoli,21,2001,23.0,820,590,226,67,0,0,0,0,0,0,0,0,555,4,0
Francesco Caputo,ITA,FW,Empoli,35,1987,14.1,216,192,24,0,1,1,1,2,0,0,0,0,164,0,8
Andrea Carboni,ITA,DF,Monza,22,2001,16.5,976,925,51,16,0,10,21,34,0,0,0,0,833,0,13
Valentin Carboni,ARG,"MF,FW",Monza,18,2005,13.0,523,507,16,3,4,4,14,2,6,2,2,0,436,0,20
Marco Carnesecchi,ITA,GK,Atalanta,23,2000,26.9,879,635,238,45,0,0,0,0,0,0,0,0,619,6,1
Nicolò Casale,ITA,DF,Lazio,25,1998,17.3,1024,989,35,25,0,2,0,2,0,0,0,0,940,0,8
Giuseppe Caso,ITA,"FW,MF",Frosinone,24,1998,4.6,112,106,6,0,1,0,2,1,5,0,0,0,95,0,2
Valentín Castellanos,ARG,FW,Lazio,24,1998,18.7,452,417,33,0,0,1,15,0,0,0,0,0,272,2,13
Samu Castillejo,ESP,"FW,MF",Sassuolo,28,1995,6.0,283,253,29,13,0,2,34,3,13,7,3,0,213,1,4
Santiago Castro,ARG,FW,Bologna,18,2004,2.7,52,47,5,0,0,1,1,1,0,0,0,0,43,0,1
Gaetano Castrovilli,ITA,"FW,MF",Fiorentina,26,1997,4.1,116,112,3,1,0,2,9,2,0,0,0,0,75,1,7
Danilo Cataldi,ITA,MF,Lazio,28,1994,15.1,932,882,48,23,3,3,31,5,20,4,13,0,800,2,8
Emil Ceide,NOR,"FW,MF",Sassuolo,21,2001,2.0,59,59,0,0,1,0,5,0,0,0,0,0,40,0,5
Zeki Çelik,TUR,DF,Roma,26,1997,7.5,341,280,61,5,1,3,20,56,0,0,0,0,284,0,3
Fabien Centonze,FRA,DF,Hellas Verona,27,1996,7.5,317,238,77,0,0,0,28,77,0,0,0,0,213,2,10
Michele Cerofolini,ITA,GK,Frosinone,24,1999,7.5,209,148,61,23,0,0,0,0,0,0,0,0,124,0,0
Alberto Cerri,ITA,FW,Empoli,27,1996,6.1,136,134,1,0,0,0,1,0,0,0,0,0,68,1,5
Leonardo Cerri,ITA,DF,Juventus,20,2003,0.1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlys,BRA,MF,Hellas Verona,19,2004,0.3,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
Walid Cheddira,MAR,FW,Frosinone,25,1998,23.6,385,349,33,0,1,2,3,1,0,0,0,0,262,3,27
Federico Chiesa,ITA,FW,Juventus,25,1997,24.4,712,615,90,15,6,4,117,20,50,22,22,0,498,7,29
Oliver Christensen,DEN,GK,Fiorentina,24,1999,4.0,190,164,26,6,0,0,0,0,0,0,0,0,146,0,1
Samuel Chukwueze,NGA,FW,Milan,24,1999,11.3,421,410,10,0,7,1,20,7,3,2,0,0,330,1,11
Alphadjo Cissè,ITA,FW,Hellas Verona,16,2006,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Giorgio Cittadini,ITA,DF,Monza,21,2002,0.2,6,5,1,1,0,0,0,0,0,0,0,0,5,0,0
Giorgio Cittadini,ITA,DF,Genoa,21,2002,1.2,31,28,3,0,0,0,0,3,0,0,0,0,19,0,0
Patrick Ciurria,ITA,"DF,MF",Monza,28,1995,17.8,847,740,106,7,2,2,53,92,7,2,4,0,662,1,25
Lorenzo Colombo,ITA,FW,Monza,21,2002,15.1,263,252,11,1,0,4,2,2,0,0,0,0,185,0,7
Andrea Colpani,ITA,"MF,FW",Monza,24,1999,29.5,981,876,99,24,2,33,111,9,66,15,40,0,752,6,19
Pietro Comuzzo,ITA,"DF,FW",Fiorentina,18,2005,0.5,38,38,0,0,0,0,0,0,0,0,0,0,27,0,0
Andrea Consigli,ITA,GK,Sassuolo,36,1987,35.0,1235,855,379,126,0,1,0,1,0,0,0,0,838,1,0
Nikita Contini Baranovsky,ITA,GK,Napoli,27,1996,0.2,4,2,2,1,0,0,0,0,0,0,0,0,4,0,0
Diego Coppola,ITA,DF,Hellas Verona,19,2003,18.2,718,687,30,28,0,7,0,1,0,0,0,0,555,1,6
Tommaso Corazza,ITA,DF,Bologna,19,2004,2.2,145,110,35,5,0,1,8,30,0,0,0,0,119,0,9
Jeppe Corfitzen,DEN,FW,Lecce,18,2004,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Giacomo Corona,ITA,FW,Empoli,19,2004,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
João Costa,BRA,"MF,FW",Roma,18,2005,0.2,9,7,2,0,0,0,1,1,0,0,0,0,7,0,1
Benoît Costil,FRA,GK,Salernitana,36,1987,13.0,428,273,154,50,0,0,1,0,0,0,0,0,258,1,0
Lassana Coulibaly,MLI,MF,Salernitana,27,1996,23.1,873,852,14,14,1,5,8,0,0,0,0,0,736,7,20
Mamadou Coulibaly,SEN,DF,Salernitana,24,1999,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
Alessio Cragno,ITA,GK,Sassuolo,29,1994,3.0,100,68,32,10,0,0,0,0,0,0,0,0,69,0,0
Bryan Cristante,ITA,"MF,DF",Roma,28,1995,36.5,2178,2140,30,28,5,21,29,2,0,0,0,0,1785,8,43
Juan Cruz,ARG,"FW,MF",Hellas Verona,24,1999,1.2,27,27,0,0,0,0,1,0,0,0,0,0,18,0,1
Juan Cuadrado,COL,DF,Inter,35,1988,3.0,189,169,20,3,0,6,18,17,0,0,0,0,158,0,0
Marvin Cuni,ALB,FW,Frosinone,22,2001,5.9,115,104,10,0,0,1,4,1,0,0,0,0,82,1,5
Danilo D'Ambrosio,ITA,DF,Monza,34,1988,17.1,1095,1029,65,34,1,2,7,27,0,0,0,0,979,1,9
Flavius Daniliuc,AUT,DF,Salernitana,22,2001,8.3,411,368,41,11,1,4,1,30,0,0,0,0,350,2,8
Danilo,BRA,DF,Juventus,32,1991,27.2,1849,1635,205,49,2,23,18,89,0,0,0,0,1591,9,12
Matteo Darmian,ITA,DF,Inter,33,1989,26.7,1389,1236,150,16,5,9,21,134,0,0,0,0,1181,3,30
Juan David Cabal,COL,DF,Hellas Verona,22,2001,16.6,790,620,168,14,1,6,33,153,1,0,0,0,561,2,29
Keinan Davis,ENG,"FW,MF",Udinese,25,1998,2.1,50,49,1,0,0,0,0,0,0,0,0,0,36,0,4
Paweł Dawidowicz,POL,DF,Hellas Verona,28,1995,23.8,1173,1102,70,52,0,11,2,10,0,0,0,0,972,1,12
Charles De Ketelaere,BEL,"FW,MF",Atalanta,22,2001,22.5,782,746,35,7,6,2,47,8,2,0,2,0,565,1,25
Mattia De Sciglio,ITA,DF,Juventus,30,1992,0.5,19,17,2,0,0,0,0,2,0,0,0,0,17,0,0
Lorenzo De Silvestri,ITA,DF,Bologna,35,1988,7.5,432,365,66,16,0,1,9,50,0,0,0,0,373,1,7
Koni De Winter,BEL,DF,Genoa,21,2002,26.4,1269,1158,111,35,1,0,5,45,0,0,0,0,1122,0,14
Grégoire Defrel,MTQ,"FW,MF",Sassuolo,32,1991,8.4,221,209,10,1,0,0,2,3,2,0,0,0,187,2,6
Alessandro Deiola,ITA,MF,Cagliari,27,1995,17.9,524,511,11,4,2,11,15,7,0,0,0,0,364,2,10
Alessandro Dellavalle,ITA,DF,Torino,19,2004,0.2,6,6,0,0,0,1,0,0,0,0,0,0,5,0,1
Diego Demme,GER,MF,Napoli,31,1991,0.8,76,76,0,0,0,2,3,0,0,0,0,0,63,0,1
Leander Dendoncker,BEL,MF,Napoli,28,1995,0.3,27,26,1,1,0,0,0,0,0,0,0,0,23,0,0
Mattia Destro,ITA,"FW,MF",Empoli,32,1991,4.1,63,52,10,0,0,0,0,0,0,0,0,0,41,1,1
Federico Di Francesco,ITA,"FW,MF",Lecce,29,1994,0.2,8,8,0,0,0,0,1,0,0,0,0,0,6,0,0
Raffaele Di Gennaro,ITA,GK,Inter,29,1993,0.3,17,15,1,0,0,0,0,0,0,0,0,0,15,1,0
Michele Di Gregorio,ITA,GK,Monza,26,1997,31.9,1350,1053,296,73,0,2,0,0,0,0,0,0,1054,1,1
Giovanni Di Lorenzo,ITA,DF,Napoli,29,1993,35.9,2732,2336,386,42,6,26,126,343,1,0,0,0,2314,10,46
Alessandro Di Pardo,ITA,"DF,MF",Cagliari,24,1999,4.0,175,146,29,0,0,1,18,29,0,0,0,0,115,0,7
Boulaye Dia,SEN,"FW,MF",Salernitana,26,1996,12.7,244,227,16,2,2,5,1,0,0,0,0,0,204,1,5
Federico Dimarco,ITA,DF,Inter,25,1997,23.1,1328,1116,207,24,1,6,196,124,59,22,30,0,1027,5,34
Tiago Djaló,POR,DF,Juventus,23,2000,0.2,13,11,2,2,0,0,0,0,0,0,0,0,12,0,1
Koffi Djidji,CIV,DF,Torino,30,1992,8.4,434,411,20,10,0,0,2,10,0,0,0,0,372,3,3
Berat Djimsiti,ALB,DF,Atalanta,30,1993,31.5,1661,1584,75,58,1,6,6,17,0,0,0,0,1454,2,11
Dodô,BRA,DF,Fiorentina,24,1998,5.8,347,296,50,4,1,1,19,46,0,0,0,0,278,1,6
Josh Doig,SCO,DF,Hellas Verona,21,2002,9.2,338,261,74,4,0,1,30,70,0,0,0,0,251,3,9
Josh Doig,SCO,DF,Sassuolo,21,2002,14.9,591,413,177,4,0,2,47,172,1,0,1,0,404,1,19
Nicolás Domínguez,ARG,MF,Bologna,25,1998,1.1,92,90,2,1,0,0,0,1,0,0,0,0,83,0,1
Giulio Donati,ITA,DF,Monza,33,1990,0.4,46,40,6,1,0,0,4,5,0,0,0,0,38,0,1
Patrick Dorgu,DEN,"DF,MF",Lecce,18,2004,17.4,729,612,115,19,0,5,41,91,5,0,0,0,582,2,16
Alberto Dossena,ITA,DF,Cagliari,24,1998,33.1,1305,1255,49,41,3,11,1,7,0,0,0,0,1042,1,8
Radu Drăgușin,ROU,DF,Genoa,21,2002,19.0,721,623,98,20,0,3,1,34,0,0,0,0,592,0,3
Ondrej Duda,SVK,MF,Hellas Verona,28,1994,27.3,1209,1049,156,94,5,20,94,5,54,11,32,0,906,4,19
Denzel Dumfries,NED,DF,Inter,27,1996,18.2,801,656,142,4,0,2,47,138,0,0,0,0,614,3,16
Alfred Duncan,GHA,MF,Fiorentina,30,1993,21.0,1030,961,63,22,5,18,65,5,35,11,17,0,800,6,22
Paulo Dybala,ARG,"FW,MF",Roma,29,1993,21.8,1000,877,117,27,7,11,88,10,54,22,27,0,790,6,20
Festy Ebosele,IRL,DF,Udinese,20,2002,18.9,419,358,60,2,1,5,45,58,0,0,0,0,278,1,21
Enzo Ebosse,CMR,DF,Udinese,24,1999,0.1,15,15,0,0,0,0,0,0,0,0,0,0,12,0,0
Tyronne Ebuehi,NGA,DF,Empoli,27,1995,12.2,570,442,127,9,0,3,23,118,0,0,0,0,426,1,19
Éderson,BRA,MF,Atalanta,24,1999,31.9,1662,1611,44,42,6,17,17,2,0,0,0,0,1390,7,27
Kingsley Ehizibue,NED,DF,Udinese,28,1995,10.6,257,223,33,0,0,0,17,33,0,0,0,0,175,1,15
Emmanuel Ekong,SWE,FW,Empoli,21,2002,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Caleb Ekuban,GHA,FW,Genoa,29,1994,12.6,211,205,6,0,1,1,4,0,0,0,0,0,138,0,10
Elif Elmas,MKD,"FW,MF",Napoli,23,1999,3.8,191,183,7,1,0,0,6,3,3,0,1,0,167,1,4
Martin Erlic,CRO,DF,Sassuolo,25,1998,29.1,1214,1144,68,53,0,13,5,7,0,0,0,0,972,2,7
Giovanni Fabbian,ITA,"MF,FW",Bologna,20,2003,11.7,287,282,5,3,1,1,4,2,0,0,0,0,225,0,7
Nicolò Fagioli,ITA,MF,Juventus,22,2001,4.9,223,202,21,6,1,4,19,3,10,1,7,0,193,0,2
Wladimiro Falcone,ITA,GK,Lecce,28,1995,38.0,1145,836,305,57,0,2,0,0,0,0,0,0,778,4,0
Davide Faraoni,ITA,DF,Hellas Verona,31,1991,6.7,304,235,65,4,1,4,19,59,2,0,1,0,228,4,6
Davide Faraoni,ITA,DF,Fiorentina,31,1991,4.4,248,200,47,5,1,0,17,41,1,0,1,0,190,1,7
Federico Fazio,ARG,DF,Salernitana,36,1987,15.1,587,540,44,34,0,2,0,8,0,0,0,0,440,3,5
Jacopo Fazzini,ITA,MF,Empoli,20,2003,13.7,499,445,52,23,4,1,54,4,24,7,13,0,343,2,19
Lewis Ferguson,SCO,MF,Bologna,23,1999,30.1,1778,1740,34,16,7,9,11,17,1,0,0,0,1571,4,37
Andrea Ferraris,ITA,MF,Monza,20,2003,0.1,4,3,1,0,0,0,0,1,0,0,0,0,4,0,0
João Ferreira,POR,DF,Udinese,22,2001,20.2,858,703,153,24,2,10,21,129,0,0,0,0,649,2,22
Seydou Fini,ITA,"DF,FW",Genoa,17,2006,0.4,14,12,2,0,0,0,1,2,0,0,0,0,9,0,0
Vincenzo Fiorillo,ITA,GK,Salernitana,33,1990,4.0,128,59,67,13,0,0,0,0,0,0,0,0,53,2,0
Alessandro Florenzi,ITA,DF,Milan,32,1991,19.2,1277,1055,218,51,1,20,122,104,63,28,30,0,1055,4,16
Michael Folorunsho,ITA,"MF,FW",Hellas Verona,25,1998,30.9,796,768,25,14,1,12,64,11,0,0,0,0,486,3,32
Davide Frattesi,ITA,MF,Inter,23,1999,10.6,301,293,7,6,2,2,11,1,0,0,0,0,235,1,7
Morten Frendrup,DEN,MF,Genoa,22,2001,34.9,1224,1181,41,10,1,4,12,22,0,0,0,0,979,2,38
Remo Freuler,SUI,MF,Bologna,31,1992,29.2,1890,1789,97,87,1,4,9,10,0,0,0,0,1710,4,22
Gerardo Fusco,ITA,FW,Salernitana,18,2005,0.2,7,7,0,0,0,0,1,0,0,0,0,0,5,0,0
Matteo Gabbia,ITA,DF,Milan,23,1999,14.2,902,862,39,19,0,2,0,4,0,0,0,0,815,1,7
Gianluca Gaetano,ITA,"FW,MF",Cagliari,23,2000,8.3,236,216,18,8,2,1,15,0,4,1,2,0,171,2,5
Gianluca Gaetano,ITA,MF,Napoli,23,2000,1.8,79,78,1,1,0,1,3,0,0,0,0,0,70,0,1
Roberto Gagliardini,ITA,"MF,DF",Monza,29,1994,26.2,1487,1427,57,45,2,13,8,8,3,0,0,0,1339,3,11
