Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Unnamed: 24_level_0_Matches
44,Aliou Badara Baldé,gn GUI,"FW,DF",Nice,20,2002,0.8,0,0,0,2,2,0,4,3,1,0,0,0,6,1,2,33.3,Matches
45,Tiemoué Bakayoko,fr FRA,MF,Lorient,28,1994,14.6,5,0,0,25,23,2,1,26,17,0,0,0,94,24,17,58.5,Matches
46,Dilane Bakwa,fr FRA,"FW,MF",Strasbourg,20,2002,24.2,4,1,0,32,75,3,155,20,22,0,0,0,114,12,22,35.3,Matches
47,Carlos Baleba,cm CMR,MF,Lille,19,2004,0.7,0,0,0,2,2,0,0,2,2,0,0,0,2,0,0,,Matches
48,Leonardo Balerdi,ar ARG,DF,Marseille,24,1999,25.2,6,1,1,25,23,1,2,51,50,1,0,0,167,57,36,61.3,Matches
49,Folarin Balogun,us USA,FW,Monaco,22,2001,18.8,1,0,0,31,35,14,7,3,4,1,0,0,48,8,33,19.5,Matches
50,Mohamed Bamba,ci CIV,FW,Lorient,21,2001,12.6,3,0,0,22,14,11,2,2,9,0,0,0,35,23,29,44.2,Matches
51,Mamady Bangré,bf BFA,"FW,MF",Toulouse,22,2001,1.1,2,0,0,3,0,1,4,4,2,0,0,0,12,1,3,25.0,Matches
52,Bradley Barcola,fr FRA,FW,Lyon,20,2002,3.0,1,0,0,4,2,2,0,2,2,0,0,0,11,9,2,81.8,Matches
53,Bradley Barcola,fr FRA,"FW,MF",Paris S-G,20,2002,15.2,3,1,1,22,12,4,18,10,16,0,0,0,52,10,11,47.6,Matches
54,Melvin Bard,fr FRA,DF,Nice,22,2000,29.5,7,1,0,40,24,1,70,42,38,0,1,0,204,23,29,44.2,Matches
55,Steven Baseya,fr FRA,DF,Strasbourg,18,2005,0.1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0.0,Matches
56,Mohamed Bechikh,fr FRA,"FW,MF",Strasbourg,18,2005,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
57,Yanis Begraoui,ma MAR,"FW,MF",Toulouse,22,2001,3.3,0,0,0,5,7,1,5,5,3,0,0,0,13,4,8,33.3,Matches
58,Jérémie Bela,ao ANG,"MF,FW",Clermont Foot,30,1993,2.3,0,0,0,0,4,0,14,0,1,0,0,0,8,1,3,25.0,Matches
59,Reda Belahyane,ma MAR,MF,Nice,19,2004,0.3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches
60,Alaa Bellaarouch,ma MAR,GK,Strasbourg,21,2002,15.0,1,0,0,0,3,0,0,1,0,0,0,0,18,4,0,100.0,Matches
61,Jean-Ricner Bellegarde,ht HAI,"MF,FW",Strasbourg,25,1998,3.0,2,0,0,3,8,0,8,4,3,0,0,0,19,0,5,0.0,Matches
62,Jeanuël Belocian,fr FRA,DF,Rennes,18,2005,16.1,0,0,0,12,15,0,13,13,22,0,0,0,69,10,10,50.0,Matches
63,Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,18,2005,4.8,0,1,0,6,19,1,13,2,6,1,0,0,19,5,8,38.5,Matches
64,Wissam Ben Yedder,fr FRA,FW,Monaco,32,1990,25.7,2,0,0,11,20,32,9,8,3,0,0,0,72,15,28,34.9,Matches
65,Saïd Benrahma,dz ALG,"FW,MF",Lyon,27,1995,8.6,2,0,0,1,10,7,67,1,7,0,0,0,41,1,15,6.3,Matches
66,Nabil Bentaleb,dz ALG,MF,Lille,28,1994,21.9,7,0,0,23,18,0,6,37,32,0,1,0,142,24,13,64.9,Matches
67,Lucas Beraldo,br BRA,DF,Paris S-G,19,2003,11.2,4,1,0,12,13,0,2,20,14,0,0,0,63,15,15,50.0,Matches
68,Dimitry Bertaud,cd COD,GK,Montpellier,25,1998,4.0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,100.0,Matches
69,Marco Bizot,nl NED,GK,Brest,32,1991,32.0,3,1,0,1,0,0,0,0,0,0,1,0,35,3,1,75.0,Matches
70,Rubén Blanco,es ESP,GK,Marseille,28,1995,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
71,Ludovic Blas,fr FRA,"FW,MF",Rennes,25,1997,17.4,3,0,0,44,34,3,53,6,14,0,0,0,85,5,17,22.7,Matches
72,Myron Boadu,nl NED,FW,Monaco,22,2001,0.9,0,0,0,3,2,1,0,0,2,0,0,0,3,1,6,14.3,Matches
73,Jeremie Boga,ci CIV,FW,Nice,26,1997,22.2,1,0,0,7,24,9,88,8,7,0,0,0,73,3,4,42.9,Matches
74,Adama Bojang,gm GAM,FW,Reims,19,2004,0.9,1,0,0,4,1,1,1,1,1,0,0,0,3,1,3,25.0,Matches
75,Neto Borges,br BRA,DF,Clermont Foot,26,1996,28.0,3,1,0,21,24,8,79,57,24,2,0,0,156,37,45,45.1,Matches
76,Saïmon Bouabré,fr FRA,MF,Monaco,17,2006,0.5,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,,Matches
77,Ayyoub Bouaddi,fr FRA,MF,Lille,15,2007,1.5,3,1,1,8,0,0,2,1,2,0,0,0,17,1,2,33.3,Matches
78,Badredine Bouanani,dz ALG,FW,Nice,18,2004,1.8,0,0,0,4,5,1,8,3,2,0,0,0,8,0,1,0.0,Matches
79,Badredine Bouanani,dz ALG,MF,Lorient,18,2004,4.9,0,0,0,1,10,0,10,2,2,0,0,0,18,0,3,0.0,Matches
80,Mohamed Bouchenna,fr FRA,"MF,FW",Clermont Foot,17,2006,0.3,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,,Matches
81,Hicham Boudaoui,dz ALG,MF,Nice,23,1999,17.9,5,0,0,25,29,1,23,11,19,1,0,0,88,22,27,44.9,Matches
82,Benjamin Bourigeaud,fr FRA,"MF,FW",Rennes,29,1994,26.9,1,0,0,16,13,2,165,22,18,0,0,0,102,11,20,35.5,Matches
83,Bilal Boutobba,fr FRA,"FW,MF",Clermont Foot,24,1998,10.3,1,0,0,7,26,2,57,8,12,0,0,0,54,11,11,50.0,Matches
84,Hugo Boutsingkham,fr FRA,"MF,FW",Nantes,20,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
85,Bilal Brahimi,dz ALG,FW,Nice,23,2000,0.1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,,Matches
86,Bilal Brahimi,dz ALG,"FW,MF",Brest,23,2000,2.5,1,1,0,3,4,2,32,0,0,0,0,0,14,1,1,50.0,Matches
87,Lilian Brassier,fr FRA,DF,Brest,23,1999,29.7,11,1,1,34,23,1,5,41,18,0,1,0,180,55,35,61.1,Matches
88,Maxime Busi,be BEL,"FW,DF",Reims,23,1999,1.8,1,0,0,1,0,0,4,4,0,0,0,0,13,2,1,66.7,Matches
89,Marcin Bułka,pl POL,GK,Nice,23,1999,34.0,2,0,0,0,4,0,0,0,0,0,0,0,52,8,2,80.0,Matches
90,Rémy Cabella,fr FRA,"FW,MF",Lille,33,1990,16.4,0,0,0,16,38,3,51,5,36,0,0,0,87,7,17,29.2,Matches
91,Duje Ćaleta-Car,hr CRO,DF,Lyon,26,1996,22.1,2,1,0,16,5,0,0,18,11,0,0,0,86,57,15,79.2,Matches
92,Lamine Camara,sn SEN,MF,Metz,19,2004,25.1,3,0,0,45,45,1,119,28,42,0,0,0,180,11,26,29.7,Matches
93,Mahdi Camara,fr FRA,MF,Brest,25,1998,22.4,7,0,0,37,38,3,45,27,39,1,0,0,77,32,30,51.6,Matches
94,Mohamed Camara,ml MLI,MF,Monaco,23,2000,11.5,4,0,0,25,23,0,1,11,21,0,0,0,85,7,8,46.7,Matches
95,Axel Camblan,fr FRA,FW,Brest,19,2003,1.0,2,0,0,3,1,0,1,0,1,0,0,0,4,1,6,14.3,Matches
96,Fali Candé,gw GNB,DF,Metz,25,1998,20.5,4,0,0,14,16,0,8,20,19,1,2,0,93,30,22,57.7,Matches
97,Gino Caoki,fr FRA,MF,Lorient,19,2004,0.1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,,Matches
98,Maxence Caqueret,fr FRA,MF,Lyon,23,2000,33.6,1,0,0,34,30,1,86,48,64,0,1,0,236,9,12,42.9,Matches
99,Igor Carioca,br BRA,"DF,MF",Lorient,26,1996,2.9,2,0,0,7,4,0,10,3,6,0,2,0,18,4,5,44.4,Matches
100,Antonin Cartillier,fr FRA,DF,Monaco,19,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
101,Josué Casimir,ht HAI,"FW,DF",Le Havre,21,2001,22.4,6,0,0,25,28,7,52,13,18,1,0,0,107,21,25,45.7,Matches
102,Cristian Cásseres Jr.,ve VEN,MF,Toulouse,23,2000,21.6,1,0,0,42,35,0,22,27,34,0,1,0,136,15,26,36.6,Matches
103,Jean-Charles Castelletto,cm CMR,DF,Nantes,28,1995,27.4,5,0,0,33,18,2,20,32,26,0,2,0,138,51,32,61.4,Matches
104,Maximiliano Caufriez,be BEL,DF,Clermont Foot,26,1997,18.4,6,3,1,39,18,0,4,18,28,0,1,0,72,19,17,52.8,Matches
105,Ivan Cavaleiro,pt POR,FW,Lille,29,1993,8.6,1,0,0,10,7,2,29,5,6,0,0,0,31,15,22,40.5,Matches
106,Fabien Centonze,fr FRA,DF,Nantes,27,1996,1.0,1,0,0,2,2,0,7,0,1,0,0,0,7,1,1,50.0,Matches
107,Fares Chaïbi,dz ALG,"FW,MF",Toulouse,20,2002,0.6,1,0,0,1,0,0,7,0,0,0,0,0,3,1,0,100.0,Matches
108,Muhammed Cham,at AUT,"MF,FW",Clermont Foot,22,2000,28.4,4,0,0,22,56,3,118,8,14,0,0,0,144,7,23,23.3,Matches
109,Brendan Chardonnet,fr FRA,DF,Brest,28,1994,33.0,4,0,0,35,23,0,13,53,34,0,0,0,174,86,54,61.4,Matches
110,Jhoanner Chávez,ec ECU,DF,Lens,21,2002,5.3,1,0,0,10,4,3,13,5,5,0,0,0,20,7,6,53.8,Matches
111,Rayan Cherki,fr FRA,"MF,FW",Lyon,19,2003,19.1,0,0,0,10,31,2,71,7,15,0,0,0,98,1,8,11.1,Matches
112,Lucas Chevalier,fr FRA,GK,Lille,21,2001,33.0,1,0,0,1,7,0,0,0,0,0,1,0,54,4,0,100.0,Matches
113,Pedro Chirivella,es ESP,MF,Nantes,26,1997,28.8,5,0,0,26,21,2,29,31,28,0,0,0,165,13,18,41.9,Matches
114,Joris Chotard,fr FRA,MF,Montpellier,21,2001,28.7,5,0,0,30,18,0,33,44,52,0,1,0,207,25,23,52.1,Matches
115,Djaoui Cissé,fr FRA,MF,Rennes,19,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
116,Ibrahim Cissoko,nl NED,"FW,MF",Toulouse,20,2003,2.7,1,0,0,1,6,2,20,1,3,0,0,0,16,0,5,0.0,Matches
117,Alexis Claude-Maurice,fr FRA,MF,Nice,25,1998,5.6,1,0,0,16,8,1,26,5,5,0,0,0,27,3,3,50.0,Matches
118,Jonathan Clauss,fr FRA,DF,Marseille,30,1992,23.0,2,1,0,11,16,3,159,36,20,0,0,0,125,12,19,38.7,Matches
119,Marcus Coco,fr FRA,"DF,FW",Nantes,27,1996,16.5,2,0,0,23,27,0,46,21,26,0,0,0,77,23,21,52.3,Matches
120,Maxime Colin,fr FRA,DF,Metz,31,1991,20.4,3,0,0,11,8,0,34,20,23,1,0,0,83,23,14,62.2,Matches
121,Eray Cömert,ch SUI,DF,Nantes,25,1998,22.2,5,0,0,26,26,1,3,36,28,0,2,0,99,14,27,34.1,Matches
122,Alois Confais,fr FRA,"MF,FW",Le Havre,26,1996,0.1,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,,Matches
123,Joaquín Correa,ar ARG,"FW,MF",Marseille,28,1994,4.8,2,0,0,6,5,0,1,1,5,0,0,0,18,5,6,45.5,Matches
124,Oscar Cortés,co COL,"FW,MF",Lens,19,2003,0.5,0,0,0,0,1,1,2,0,0,0,0,0,2,1,2,33.3,Matches
125,David Costa,pt POR,MF,Lens,22,2001,16.6,3,0,0,12,23,0,77,16,10,1,0,0,75,6,9,40.0,Matches
126,Logan Costa,cv CPV,DF,Toulouse,22,2001,29.4,6,0,0,38,10,1,12,23,24,0,0,0,158,64,37,63.4,Matches
127,Grégoire Coudert,fr FRA,GK,Brest,24,1999,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
128,Mamadou Coulibaly,fr FRA,MF,Monaco,19,2004,1.3,0,0,0,3,2,0,1,0,4,0,0,0,3,2,0,100.0,Matches
129,Tanguy Coulibaly,fr FRA,"FW,MF",Montpellier,22,2001,6.9,2,0,0,12,14,0,8,2,11,1,0,0,44,8,9,47.1,Matches
130,Nicolas Cozza,fr FRA,DF,Nantes,24,1999,9.9,2,0,0,9,19,1,13,14,23,0,0,0,25,7,12,36.8,Matches
131,Trévis Dago,ci CIV,"FW,MF",Lille,18,2005,0.3,1,0,0,2,1,0,1,1,0,0,0,0,1,1,1,50.0,Matches
132,Thijs Dallinga,nl NED,FW,Toulouse,22,2000,27.9,6,0,0,37,45,20,14,3,15,1,0,0,68,59,43,57.8,Matches
133,Kevin Danso,at AUT,DF,Lens,24,1998,29.5,6,0,0,23,48,2,3,23,14,0,0,0,216,55,27,67.1,Matches
134,Dante,br BRA,DF,Nice,39,1983,31.6,5,1,0,42,17,0,10,37,30,0,1,0,219,55,31,64.0,Matches
135,Raimane Daou,km COM,"DF,MF",Marseille,18,2004,0.3,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,,Matches
136,Mohamed Daramy,dk DEN,"FW,MF",Reims,21,2002,18.3,0,0,0,7,28,9,15,4,9,0,0,0,71,5,11,31.3,Matches
137,Achraf Dari,ma MAR,"DF,FW",Brest,24,1999,1.3,0,0,0,2,1,0,0,5,1,0,0,0,9,4,0,100.0,Matches
138,Jonathan David,ca CAN,FW,Lille,23,2000,29.2,4,0,0,29,56,13,2,9,15,2,0,0,83,21,67,23.9,Matches
139,Thibault De Smet,be BEL,DF,Reims,25,1998,20.3,7,1,0,38,9,2,31,21,35,1,1,0,87,17,21,44.7,Matches
140,Romain Del Castillo,fr FRA,FW,Brest,27,1996,27.7,4,0,0,21,58,3,251,9,29,0,0,0,137,22,30,42.3,Matches
141,Thomas Delaine,fr FRA,"DF,MF",Strasbourg,31,1992,22.7,5,0,0,39,21,1,104,17,19,0,1,0,77,17,17,50.0,Matches
142,Sacha Delaye,fr FRA,"MF,FW",Montpellier,21,2002,1.4,1,0,0,6,1,0,3,0,2,0,0,0,8,1,6,14.3,Matches
143,Karamoko Dembélé,eng ENG,"MF,FW",Brest,20,2003,0.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,Matches
144,Ousmane Dembélé,fr FRA,"MF,FW",Paris S-G,26,1997,16.7,0,0,0,7,27,6,99,5,14,1,0,0,59,3,6,33.3,Matches
145,Jessy Deminguet,fr FRA,"MF,FW",Strasbourg,25,1998,7.7,1,0,0,16,9,1,9,9,9,0,0,0,40,6,6,50.0,Matches
146,Rémy Descamps,fr FRA,GK,Nantes,27,1996,6.0,1,0,0,0,2,0,0,0,0,0,0,0,4,1,2,33.3,Matches
147,Mikkel Desler,dk DEN,DF,Toulouse,28,1995,17.2,2,0,0,17,20,1,30,19,12,0,0,0,91,22,17,56.4,Matches
148,Arthur Desmas,fr FRA,GK,Le Havre,29,1994,33.0,2,0,0,0,9,0,0,0,0,0,0,0,25,7,0,100.0,Matches
149,Lamine Diack,sn SEN,MF,Nantes,22,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
150,Mamadou Diakhon,fr FRA,"FW,MF",Reims,17,2005,2.3,0,0,0,4,11,0,4,1,3,0,0,0,15,2,4,33.3,Matches
151,Bafodé Diakité,fr FRA,DF,Lille,22,2001,18.8,4,0,0,16,12,2,3,21,20,0,1,0,83,32,19,62.7,Matches
152,Ibrahim Diakité,gn GUI,DF,Reims,19,2003,1.2,0,0,0,5,3,0,9,2,0,0,0,0,12,3,2,60.0,Matches
153,Oumar Diakité,ci CIV,FW,Reims,19,2003,17.6,4,0,0,35,27,32,3,7,12,1,0,0,57,23,63,26.7,Matches
154,Habib Diarra,sn SEN,"MF,FW",Strasbourg,19,2004,25.6,3,0,0,40,41,1,22,17,23,0,0,0,112,14,25,35.9,Matches
155,Moussa Diarra,ml MLI,DF,Toulouse,22,2000,15.5,5,0,0,22,18,0,16,20,12,0,0,0,63,21,16,56.8,Matches
156,Krépin Diatta,sn SEN,"DF,FW",Monaco,24,1999,13.4,2,0,0,18,24,1,39,16,20,0,0,0,80,30,19,61.2,Matches
157,Mory Diaw,sn SEN,GK,Clermont Foot,30,1993,30.0,3,0,0,0,3,0,0,1,1,0,0,0,41,11,1,91.7,Matches
158,Mahamadou Diawara,fr FRA,MF,Lyon,18,2005,4.0,2,0,0,10,7,0,2,4,6,0,0,0,18,3,4,42.9,Matches
159,Bamba Dieng,sn SEN,FW,Lorient,23,2000,6.1,3,0,0,7,19,6,5,0,3,0,0,0,12,17,19,47.2,Matches
160,Guillaume Dietsch,fr FRA,GK,Metz,22,2001,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
161,Sinaly Diomande,ci CIV,DF,Lyon,22,2001,9.9,2,0,0,12,8,0,1,15,4,0,0,0,73,16,13,55.2,Matches
162,Edan Diop,fr FRA,"MF,DF",Monaco,18,2004,1.8,3,0,0,7,3,0,2,1,8,0,1,0,11,3,2,60.0,Matches
163,Sofiane Diop,ma MAR,FW,Nice,23,2000,5.5,0,0,0,9,12,8,13,3,6,0,0,0,28,1,4,20.0,Matches
164,Andy Diouf,fr FRA,MF,Lens,20,2003,14.6,2,0,0,12,15,0,47,3,19,0,0,0,94,10,14,41.7,Matches
165,Yehvann Diouf,sn SEN,GK,Reims,23,1999,34.0,1,0,0,0,9,0,0,1,0,0,0,0,57,12,2,85.7,Matches
166,Chaim El Djebali,tn TUN,MF,Lyon,19,2004,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,Matches
167,Jeremy Doku,be BEL,FW,Rennes,21,2002,1.2,0,0,0,2,4,0,1,0,2,0,0,0,7,0,2,0.0,Matches
168,Gianluigi Donnarumma,it ITA,GK,Paris S-G,24,1999,24.1,3,1,0,2,0,0,0,1,0,0,1,0,28,2,1,66.7,Matches
169,Siriné Doucouré,ml MLI,FW,Lorient,21,2002,4.7,2,0,0,10,6,2,1,1,6,0,0,0,8,17,24,41.5,Matches
170,Désiré Doué,fr FRA,"MF,FW",Rennes,18,2005,18.1,3,0,0,35,55,2,70,14,18,1,1,0,96,6,15,28.6,Matches
171,Guela Doué,ci CIV,DF,Rennes,20,2002,13.7,1,1,0,29,11,0,43,15,21,2,0,0,78,18,19,48.6,Matches
172,Douglas,br BRA,MF,Nantes,26,1997,19.7,7,0,0,48,24,0,20,26,42,0,1,0,126,8,20,28.6,Matches
173,Ismaël Doukouré,fr FRA,"MF,DF",Strasbourg,20,2003,18.4,4,0,0,19,11,0,0,19,16,0,0,1,100,14,17,45.2,Matches
174,Kamory Doumbia,ml MLI,MF,Brest,20,2003,9.8,1,0,0,15,10,1,8,9,18,0,0,0,68,10,13,43.5,Matches
175,Jean-Kevin Duverne,ht HAI,DF,Nantes,26,1997,15.0,5,0,0,29,16,0,13,18,19,0,1,0,80,15,15,50.0,Matches
176,Aron Dønnum,no NOR,"FW,MF",Toulouse,25,1998,17.7,8,0,0,31,36,4,28,8,10,1,0,0,76,6,13,31.6,Matches
177,Simon Ebonog,cm CMR,MF,Le Havre,18,2004,0.2,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,100.0,Matches
178,Hugo Ekitike,fr FRA,FW,Paris S-G,21,2002,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
179,Simon Elisor,fr FRA,FW,Metz,24,1999,8.5,1,0,0,17,16,4,4,0,2,1,0,0,20,35,47,42.7,Matches
180,Breel Embolo,ch SUI,FW,Monaco,26,1997,2.0,0,0,0,3,7,3,1,1,3,0,0,0,3,1,8,11.1,Matches
181,Emanuel Emegha,nl NED,FW,Strasbourg,20,2003,23.1,3,0,0,26,24,12,1,2,5,1,0,0,41,33,66,33.3,Matches
182,Maxime Estève,fr FRA,DF,Montpellier,21,2002,11.1,2,0,0,11,7,0,2,18,12,0,0,1,52,18,13,58.1,Matches
